Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime
[-0.58969426, 0.        ]; False; -107.0; 107; None; None; 2; 0.03375077247619629; None; 1763881112.0303133
[-0.5660789, 0.       ]; False; -146.0; 146; 970.4493161345961; None; 2; 0.046599626541137695; None; 1763881112.0769129
[-0.5712867, 0.       ]; False; -139.0; 139; 652.8290125198206; None; 2; 0.044473886489868164; None; 1763881112.1213868
[-0.5197851, 0.       ]; True; -200.0; 200; None; None; 2; 0.061949968338012695; None; 1763881112.1873643
[-0.5706905, 0.       ]; False; -141.0; 141; 1122.8827671137526; None; 1; 0.045308828353881836; None; 1763881112.2366812
[-0.5525654, 0.       ]; False; -194.0; 194; 2924.119083557774; None; 2; 0.06080770492553711; None; 1763881112.297489
[-0.48628587, 0.        ]; False; -162.0; 162; None; None; 1; 0.06459617614746094; None; 1763881112.3661606
[-0.5567644, 0.       ]; False; -195.0; 195; 536.494888693569; None; 2; 0.06402015686035156; None; 1763881112.4301808
[-0.49502125, 0.        ]; False; -158.0; 158; None; None; 3; 0.04663252830505371; None; 1763881112.4768133
[-0.5798856, 0.       ]; False; -132.0; 132; 8248.385447394297; None; 2; 0.04587435722351074; None; 1763881112.5272636
[-0.4775783, 0.       ]; False; -106.0; 106; None; None; 2; 0.03130793571472168; None; 1763881112.5595715
[-0.43599758, 0.        ]; False; -88.0; 88; None; None; 2; 0.03261232376098633; None; 1763881112.5921838
[-0.42249948, 0.        ]; False; -85.0; 85; None; None; 1; 0.0318913459777832; None; 1763881112.6240752
[-0.5439805, 0.       ]; True; -200.0; 200; None; None; 3; 0.06329464912414551; None; 1763881112.688371
[-0.5174348, 0.       ]; True; -200.0; 200; None; None; 1; 0.061595916748046875; None; 1763881112.7499669
[-0.52742225, 0.        ]; True; -200.0; 200; None; None; 1; 0.0651237964630127; None; 1763881112.8190935
[-0.43273726, 0.        ]; False; -87.0; 87; None; None; 2; 0.02632427215576172; None; 1763881112.847425
[-0.55775267, 0.        ]; False; -196.0; 196; 314.0506907266669; None; 1; 0.0704646110534668; None; 1763881112.9198961
[-0.5244189, 0.       ]; True; -200.0; 200; None; None; 2; 0.11798882484436035; None; 1763881113.0388844
[-0.44018447, 0.        ]; False; -89.0; 89; 185.23193716526026; None; 1; 0.057157039642333984; None; 1763881113.0960414
[-0.5952232, 0.       ]; False; -107.0; 107; None; None; 1; 0.0653994083404541; None; 1763881113.164033
[-0.45431927, 0.        ]; False; -92.0; 92; 228.7025113058177; None; 1; 0.03329896926879883; None; 1763881113.1995645
[-0.5165208, 0.       ]; True; -200.0; 200; None; None; 1; 0.07559347152709961; None; 1763881113.275158
[-0.5010462, 0.       ]; True; -200.0; 200; None; None; 2; 0.07185006141662598; None; 1763881113.347008
[-0.56099015, 0.        ]; False; -199.0; 199; 611.6096058327637; None; 2; 0.07615971565246582; None; 1763881113.4231677
[-0.5876141, 0.       ]; False; -108.0; 108; 103.74811861708693; None; 1; 0.036029815673828125; None; 1763881113.460203
[-0.41094252, 0.        ]; False; -84.0; 84; None; None; 2; 0.029770612716674805; None; 1763881113.4925773
[-0.5046497, 0.       ]; True; -200.0; 200; None; None; 2; 0.07257747650146484; None; 1763881113.5651548
[-0.5441199, 0.       ]; True; -200.0; 200; None; None; 2; 0.07064294815063477; None; 1763881113.6357977
[-0.5456259, 0.       ]; True; -200.0; 200; None; None; 1; 0.0708465576171875; None; 1763881113.7066443
[-0.4824168, 0.       ]; False; -113.0; 113; None; None; 3; 0.03832268714904785; None; 1763881113.746971
[-0.59340805, 0.        ]; False; -107.0; 107; None; None; 2; 0.03920698165893555; None; 1763881113.7861779
[-0.45395833, 0.        ]; False; -92.0; 92; None; None; 1; 0.03494119644165039; None; 1763881113.8221397
[-0.45143208, 0.        ]; False; -91.0; 91; None; None; 1; 0.0457150936126709; None; 1763881113.8688807
[-0.54189, 0.     ]; True; -200.0; 200; None; None; 1; 0.07609200477600098; None; 1763881113.9449728
[-0.42211926, 0.        ]; False; -85.0; 85; None; None; 2; 0.03011798858642578; None; 1763881113.9760902
[-0.5063179, 0.       ]; True; -200.0; 200; None; None; 1; 0.06124281883239746; None; 1763881114.038332
[-0.5600226, 0.       ]; False; -198.0; 198; 2028.6839177750908; None; 2; 0.062148094177246094; None; 1763881114.1024866
[-0.565835, 0.      ]; False; -147.0; 147; 1399.4424656962922; None; 1; 0.04652214050292969; None; 1763881114.1510687
[-0.4946361, 0.       ]; False; -158.0; 158; None; None; 2; 0.050272226333618164; None; 1763881114.201341
[-0.45888683, 0.        ]; False; -94.0; 94; None; None; 2; 0.032004356384277344; None; 1763881114.2345865
[-0.44517606, 0.        ]; False; -90.0; 90; None; None; 1; 0.0279998779296875; None; 1763881114.2635856
[-0.533547, 0.      ]; True; -200.0; 200; None; None; 1; 0.07390856742858887; None; 1763881114.338637
[-0.46311533, 0.        ]; False; -95.0; 95; None; None; 2; 0.03739023208618164; None; 1763881114.3770285
[-0.41430095, 0.        ]; False; -84.0; 84; None; None; 2; 0.029897212982177734; None; 1763881114.4079306
[-0.5320196, 0.       ]; True; -200.0; 200; None; None; 1; 0.06557822227478027; None; 1763881114.4745116
[-0.49729508, 0.        ]; False; -158.0; 158; None; None; 3; 0.05185222625732422; None; 1763881114.527365
[-0.59281313, 0.        ]; False; -107.0; 107; None; None; 1; 0.034069061279296875; None; 1763881114.5624382
[-0.47089082, 0.        ]; False; -100.0; 100; None; None; 2; 0.033143043518066406; None; 1763881114.5965812
[-0.42200968, 0.        ]; False; -85.0; 85; None; None; 1; 0.035164594650268555; None; 1763881114.6329863
[-0.4787538, 0.       ]; False; -108.0; 108; None; None; 2; 0.04381847381591797; None; 1763881114.6768048
[-0.47525862, 0.        ]; False; -104.0; 104; None; None; 1; 0.03237152099609375; None; 1763881114.7101948
[-0.46374518, 0.        ]; False; -96.0; 96; None; None; 2; 0.03114461898803711; None; 1763881114.744427
[-0.45336407, 0.        ]; False; -92.0; 92; 249.71715732149536; None; 1; 0.029035329818725586; None; 1763881114.7744625
[-0.48865503, 0.        ]; False; -160.0; 160; 3371.4826140095997; None; 1; 0.048839569091796875; None; 1763881114.8243017
[-0.51476616, 0.        ]; True; -200.0; 200; None; None; 1; 0.06100034713745117; None; 1763881114.8862703
[-0.5537935, 0.       ]; False; -194.0; 194; 2497.844333861574; None; 2; 0.059972286224365234; None; 1763881114.9505582
[-0.436234, 0.      ]; False; -88.0; 88; None; None; 2; 0.027967214584350586; None; 1763881114.9785254
[-0.492561, 0.      ]; False; -159.0; 159; None; None; 2; 0.049649715423583984; None; 1763881115.030155
[-0.5418108, 0.       ]; True; -200.0; 200; None; None; 1; 0.06365060806274414; None; 1763881115.0938056
[-0.59783363, 0.        ]; False; -107.0; 107; None; None; 3; 0.03750777244567871; None; 1763881115.1353998
[-0.42016685, 0.        ]; False; -85.0; 85; None; None; 2; 0.028339862823486328; None; 1763881115.1647573
[-0.56253797, 0.        ]; True; -200.0; 200; None; None; 3; 0.06346249580383301; None; 1763881115.229377
[-0.55771434, 0.        ]; False; -196.0; 196; None; None; 2; 0.06241869926452637; None; 1763881115.2917957
[-0.5554954, 0.       ]; False; -195.0; 195; None; None; 1; 0.060510873794555664; None; 1763881115.3533928
[-0.56612974, 0.        ]; False; -146.0; 146; None; None; 1; 0.04659390449523926; None; 1763881115.3999867
[-0.5147081, 0.       ]; True; -200.0; 200; None; None; 2; 0.0711519718170166; None; 1763881115.4716306
[-0.5643463, 0.       ]; False; -154.0; 154; 1453.9840629090893; None; 2; 0.05309867858886719; None; 1763881115.5257616
[-0.4951268, 0.       ]; False; -157.0; 157; 256.89147252102805; None; 1; 0.05294013023376465; None; 1763881115.579722
[-0.5214097, 0.       ]; True; -200.0; 200; None; None; 3; 0.06074261665344238; None; 1763881115.6414502
[-0.52635854, 0.        ]; True; -200.0; 200; None; None; 3; 0.07009315490722656; None; 1763881115.7115433
[-0.4736252, 0.       ]; False; -102.0; 102; None; None; 1; 0.0377962589263916; None; 1763881115.7513418
[-0.5345486, 0.       ]; True; -200.0; 200; None; None; 3; 0.07232522964477539; None; 1763881115.8259208
[-0.4816277, 0.       ]; False; -111.0; 111; 695.755744451441; None; 2; 0.04204225540161133; None; 1763881115.8689628
[-0.58245, 0.     ]; False; -110.0; 110; None; None; 3; 0.038632869720458984; None; 1763881115.908596
[-0.48148894, 0.        ]; False; -110.0; 110; None; None; 2; 0.03586173057556152; None; 1763881115.9454584
[-0.46312767, 0.        ]; False; -95.0; 95; None; None; 1; 0.030756473541259766; None; 1763881115.977186
[-0.4071671, 0.       ]; False; -84.0; 84; None; None; 1; 0.031664133071899414; None; 1763881116.00885
[-0.5064196, 0.       ]; True; -200.0; 200; None; None; 2; 0.06810379028320312; None; 1763881116.0779352
[-0.45124897, 0.        ]; False; -91.0; 91; 177.5142922894203; None; 1; 0.0337214469909668; None; 1763881116.1136582
[-0.45130628, 0.        ]; False; -91.0; 91; None; None; 2; 0.034497737884521484; None; 1763881116.1501622
[-0.49992087, 0.        ]; True; -200.0; 200; None; None; 1; 0.07567811012268066; None; 1763881116.2258403
[-0.5362816, 0.       ]; True; -200.0; 200; None; None; 1; 0.07783746719360352; None; 1763881116.3036778
[-0.58741343, 0.        ]; False; -108.0; 108; None; None; 3; 0.04042410850524902; None; 1763881116.344102
[-0.5243739, 0.       ]; True; -200.0; 200; None; None; 1; 0.08457446098327637; None; 1763881116.4306765
[-0.57518446, 0.        ]; False; -136.0; 136; None; None; 1; 0.04962444305419922; None; 1763881116.4811728
[-0.55678254, 0.        ]; False; -195.0; 195; 5420.5774355983895; None; 3; 0.07702517509460449; None; 1763881116.5591986
[-0.4857322, 0.       ]; False; -163.0; 163; None; None; 1; 0.06031227111816406; None; 1763881116.619511
[-0.526357, 0.      ]; True; -200.0; 200; None; None; 3; 0.06952333450317383; None; 1763881116.690198
[-0.51237965, 0.        ]; True; -200.0; 200; None; None; 2; 0.07085108757019043; None; 1763881116.763052
[-0.50495225, 0.        ]; True; -200.0; 200; None; None; 4; 0.06777000427246094; None; 1763881116.8317854
[-0.5010692, 0.       ]; True; -200.0; 200; None; None; 3; 0.06810832023620605; None; 1763881116.9011085
[-0.59307337, 0.        ]; False; -107.0; 107; None; None; 2; 0.03423285484313965; None; 1763881116.9353414
[-0.56753576, 0.        ]; False; -144.0; 144; 1051.5828697682437; None; 1; 0.10269379615783691; None; 1763881117.0380352
[-0.5795961, 0.       ]; False; -133.0; 133; 1763.9089026915115; None; 1; 0.14902806282043457; None; 1763881117.188063
[-0.5172814, 0.       ]; True; -200.0; 200; None; None; 3; 0.20639300346374512; None; 1763881117.3955276
[-0.51257765, 0.        ]; True; -200.0; 200; None; None; 3; 0.27115797996520996; None; 1763881117.6666856
[-0.44852677, 0.        ]; False; -91.0; 91; None; None; 1; 0.06663298606872559; None; 1763881117.7333186
[-0.56735635, 0.        ]; False; -144.0; 144; None; None; 3; 0.1024012565612793; None; 1763881117.8377247
[-0.5643926, 0.       ]; False; -154.0; 154; None; None; 1; 0.1338975429534912; None; 1763881117.9716222
[-0.5634701, 0.       ]; False; -158.0; 158; None; None; 1; 0.0475614070892334; None; 1763881118.0201879
[-0.59200984, 0.        ]; False; -107.0; 107; None; None; 1; 0.036447763442993164; None; 1763881118.0586417
[-0.5797177, 0.       ]; False; -132.0; 132; None; None; 2; 0.04240989685058594; None; 1763881118.1010516
[-0.54642797, 0.        ]; True; -200.0; 200; None; None; 3; 0.06396651268005371; None; 1763881118.165018
[-0.50486726, 0.        ]; True; -200.0; 200; None; None; 2; 0.0674126148223877; None; 1763881118.2324307
[-0.5418768, 0.       ]; True; -200.0; 200; None; None; 2; 0.06223130226135254; None; 1763881118.2966697
[-0.4442243, 0.       ]; False; -89.0; 89; None; None; 1; 0.02696061134338379; None; 1763881118.3279712
[-0.4524867, 0.       ]; False; -92.0; 92; None; None; 1; 0.0272672176361084; None; 1763881118.3594053
[-0.55562055, 0.        ]; False; -195.0; 195; 2142.478817482361; None; 1; 0.06734514236450195; None; 1763881118.4267504
[-0.4727487, 0.       ]; False; -101.0; 101; None; None; 1; 0.03652071952819824; None; 1763881118.46427
[-0.5374557, 0.       ]; True; -200.0; 200; None; None; 1; 0.07482242584228516; None; 1763881118.5400937
[-0.5945661, 0.       ]; False; -107.0; 107; None; None; 4; 0.044266462326049805; None; 1763881118.5884085
[-0.47400746, 0.        ]; False; -102.0; 102; 295.9739220602043; None; 1; 0.03813481330871582; None; 1763881118.6279366
[-0.5389176, 0.       ]; True; -200.0; 200; None; None; 2; 0.07802963256835938; None; 1763881118.7059662
[-0.57530516, 0.        ]; False; -135.0; 135; None; None; 2; 0.05431342124938965; None; 1763881118.7612805
[-0.5800795, 0.       ]; False; -132.0; 132; None; None; 3; 0.05474114418029785; None; 1763881118.817021
[-0.58439916, 0.        ]; False; -109.0; 109; None; None; 1; 0.03958415985107422; None; 1763881118.8576052
[-0.51905227, 0.        ]; True; -200.0; 200; None; None; 2; 0.0737619400024414; None; 1763881118.9333727
[-0.54365915, 0.        ]; True; -200.0; 200; None; None; 2; 0.07894706726074219; None; 1763881119.0123198
[-0.5607544, 0.       ]; False; -199.0; 199; None; None; 1; 0.07599258422851562; None; 1763881119.0883124
[-0.48167077, 0.        ]; False; -111.0; 111; None; None; 2; 0.037387847900390625; None; 1763881119.1267
[-0.48823503, 0.        ]; False; -161.0; 161; None; None; 2; 0.06150960922241211; None; 1763881119.1917765
[-0.5912795, 0.       ]; False; -107.0; 107; None; None; 2; 0.03789544105529785; None; 1763881119.229672
[-0.5507554, 0.       ]; False; -194.0; 194; None; None; 1; 0.07692933082580566; None; 1763881119.3066013
[-0.5521185, 0.       ]; False; -194.0; 194; None; None; 3; 0.07258176803588867; None; 1763881119.381176
[-0.4652452, 0.       ]; False; -96.0; 96; None; None; 1; 0.03630328178405762; None; 1763881119.4174793
[-0.47884342, 0.        ]; False; -108.0; 108; 481.95710501973537; None; 1; 0.040491342544555664; None; 1763881119.4579706
[-0.5202734, 0.       ]; True; -200.0; 200; None; None; 3; 0.07625651359558105; None; 1763881119.5362082
[-0.45781958, 0.        ]; False; -93.0; 93; 201.66579386528142; None; 1; 0.039276123046875; None; 1763881119.5779817
[-0.56604964, 0.        ]; False; -146.0; 146; None; None; 3; 0.05610966682434082; None; 1763881119.6340914
[-0.42607853, 0.        ]; False; -86.0; 86; None; None; 2; 0.030493736267089844; None; 1763881119.664585
[-0.5574405, 0.       ]; False; -196.0; 196; 5442.159059685544; None; 2; 0.07033038139343262; None; 1763881119.7389207
[-0.5643019, 0.       ]; False; -154.0; 154; None; None; 3; 0.05923724174499512; None; 1763881119.800335
[-0.48888695, 0.        ]; False; -160.0; 160; None; None; 1; 0.05951356887817383; None; 1763881119.8598485
[-0.46122545, 0.        ]; False; -94.0; 94; None; None; 1; 0.036486148834228516; None; 1763881119.8963346
[-0.46805257, 0.        ]; False; -98.0; 98; 581.28747553025; None; 1; 0.03721737861633301; None; 1763881119.933552
[-0.53722596, 0.        ]; True; -200.0; 200; None; None; 2; 0.07313132286071777; None; 1763881120.0076678
[-0.4284849, 0.       ]; False; -86.0; 86; None; None; 2; 0.03446602821350098; None; 1763881120.0421338
[-0.55242366, 0.        ]; False; -194.0; 194; 2901.429674320563; None; 2; 0.07849955558776855; None; 1763881120.1206334
[-0.57197934, 0.        ]; False; -138.0; 138; None; None; 4; 0.053072452545166016; None; 1763881120.1737058
[-0.4924929, 0.       ]; False; -159.0; 159; 308.9503330364219; None; 3; 0.07878923416137695; None; 1763881120.2579725
[-0.5809868, 0.       ]; False; -132.0; 132; None; None; 4; 0.06432795524597168; None; 1763881120.323301
[-0.57280296, 0.        ]; False; -137.0; 137; 433.75516430104193; None; 2; 0.05246567726135254; None; 1763881120.376773
[-0.55924594, 0.        ]; False; -197.0; 197; 811.8858912627937; None; 4; 0.07603812217712402; None; 1763881120.4538028
[-0.50493973, 0.        ]; True; -200.0; 200; None; None; 3; 0.07875204086303711; None; 1763881120.5325549
[-0.5798346, 0.       ]; False; -132.0; 132; None; None; 4; 0.054598331451416016; None; 1763881120.5913053
[-0.57224464, 0.        ]; False; -138.0; 138; None; None; 2; 0.05135393142700195; None; 1763881120.6436596
[-0.57478297, 0.        ]; False; -136.0; 136; None; None; 2; 0.04821205139160156; None; 1763881120.6959028
[-0.5550123, 0.       ]; False; -195.0; 195; 4435.116992978108; None; 2; 0.07819485664367676; None; 1763881120.7740977
[-0.45038348, 0.        ]; False; -91.0; 91; None; None; 1; 0.04257488250732422; None; 1763881120.8173175
[-0.55046844, 0.        ]; False; -194.0; 194; None; None; 5; 0.0788431167602539; None; 1763881120.8961606
[-0.5965326, 0.       ]; False; -107.0; 107; None; None; 1; 0.045530080795288086; None; 1763881120.9422617
[-0.4591847, 0.       ]; False; -94.0; 94; 235.31777378815082; None; 2; 0.035452842712402344; None; 1763881120.9787161
[-0.45189798, 0.        ]; False; -92.0; 92; None; None; 1; 0.034468650817871094; None; 1763881121.0131848
[-0.4180504, 0.       ]; False; -85.0; 85; None; None; 2; 0.034548044204711914; None; 1763881121.0477328
[-0.44285902, 0.        ]; False; -89.0; 89; None; None; 1; 0.03623557090759277; None; 1763881121.08862
[-0.45335826, 0.        ]; False; -92.0; 92; None; None; 2; 0.05040264129638672; None; 1763881121.1390226
[-0.5196895, 0.       ]; True; -200.0; 200; None; None; 2; 0.10069012641906738; None; 1763881121.241897
[-0.5657819, 0.       ]; False; -147.0; 147; 1063.5498962475858; None; 3; 0.0723874568939209; None; 1763881121.3142846
[-0.49563688, 0.        ]; False; -158.0; 158; None; None; 1; 0.0607450008392334; None; 1763881121.3750296
[-0.5711553, 0.       ]; False; -139.0; 139; 801.805912473544; None; 3; 0.05267763137817383; None; 1763881121.4311333
[-0.5719654, 0.       ]; False; -138.0; 138; None; None; 1; 0.05472254753112793; None; 1763881121.4858558
[-0.57714224, 0.        ]; False; -135.0; 135; None; None; 2; 0.06455564498901367; None; 1763881121.554136
[-0.5620498, 0.       ]; False; -200.0; 200; 726.7163545531988; None; 3; 0.07632756233215332; None; 1763881121.6304636
[-0.45554146, 0.        ]; False; -93.0; 93; None; None; 3; 0.04186105728149414; None; 1763881121.6723247
[-0.56857157, 0.        ]; False; -144.0; 144; None; None; 3; 0.05887174606323242; None; 1763881121.732196
[-0.46367562, 0.        ]; False; -96.0; 96; None; None; 2; 0.04434490203857422; None; 1763881121.7802498
[-0.560186, 0.      ]; False; -198.0; 198; 4145.130715464131; None; 1; 0.08853626251220703; None; 1763881121.8697906
[-0.5768753, 0.       ]; False; -134.0; 134; 367.54257673012467; None; 2; 0.054831504821777344; None; 1763881121.9264603
[-0.56799877, 0.        ]; False; -143.0; 143; None; None; 2; 0.058866262435913086; None; 1763881121.9888363
[-0.49904147, 0.        ]; True; -200.0; 200; None; None; 2; 0.08622407913208008; None; 1763881122.0786145
[-0.57167, 0.     ]; False; -138.0; 138; None; None; 3; 0.05916547775268555; None; 1763881122.13778
[-0.5324938, 0.       ]; True; -200.0; 200; None; None; 1; 0.08530902862548828; None; 1763881122.2271297
[-0.56204087, 0.        ]; False; -200.0; 200; 484.6303769847079; None; 1; 0.08026719093322754; None; 1763881122.307397
[-0.570307, 0.      ]; False; -142.0; 142; None; None; 4; 0.0565643310546875; None; 1763881122.3679783
[-0.5824996, 0.       ]; False; -110.0; 110; None; None; 2; 0.04643845558166504; None; 1763881122.4144168
[-0.5959049, 0.       ]; False; -107.0; 107; None; None; 3; 0.04347562789916992; None; 1763881122.4619632
[-0.46667024, 0.        ]; False; -97.0; 97; 529.291458316902; None; 1; 0.03933858871459961; None; 1763881122.502303
[-0.44542935, 0.        ]; False; -90.0; 90; None; None; 2; 0.030675172805786133; None; 1763881122.5339496
[-0.548996, 0.      ]; False; -195.0; 195; 280.15723469984135; None; 3; 0.07247233390808105; None; 1763881122.606422
[-0.524041, 0.      ]; True; -200.0; 200; None; None; 1; 0.08471441268920898; None; 1763881122.6911364
[-0.5345769, 0.       ]; True; -200.0; 200; None; None; 2; 0.09438180923461914; None; 1763881122.7867832
[-0.56244206, 0.        ]; True; -200.0; 200; None; None; 3; 0.07809686660766602; None; 1763881122.86488
[-0.5872247, 0.       ]; False; -108.0; 108; None; None; 2; 0.04250001907348633; None; 1763881122.9089878
[-0.5783104, 0.       ]; False; -134.0; 134; None; None; 2; 0.05289649963378906; None; 1763881122.9618843
[-0.48005947, 0.        ]; False; -110.0; 110; None; None; 2; 0.04429435729980469; None; 1763881123.0061786
[-0.5844654, 0.       ]; False; -109.0; 109; 202.61971099557374; None; 1; 0.03633689880371094; None; 1763881123.0445206
[-0.47191718, 0.        ]; False; -100.0; 100; 517.5158203200308; None; 2; 0.03850412368774414; None; 1763881123.0830247
[-0.56105983, 0.        ]; True; -200.0; 200; None; None; 1; 0.07637572288513184; None; 1763881123.1594005
[-0.5139588, 0.       ]; True; -200.0; 200; None; None; 2; 0.07898998260498047; None; 1763881123.2383904
[-0.43681303, 0.        ]; False; -88.0; 88; None; None; 1; 0.029500484466552734; None; 1763881123.2688906
[-0.53354067, 0.        ]; True; -200.0; 200; None; None; 2; 0.07656264305114746; None; 1763881123.3454533
[-0.4858798, 0.       ]; False; -163.0; 163; 11181.85696859949; None; 1; 0.061777353286743164; None; 1763881123.4072306
[-0.46758837, 0.        ]; False; -98.0; 98; None; None; 1; 0.03618502616882324; None; 1763881123.4444165
[-0.54768074, 0.        ]; True; -200.0; 200; None; None; 3; 0.07488632202148438; None; 1763881123.5193028
[-0.5561438, 0.       ]; False; -195.0; 195; 3105.342104850373; None; 1; 0.07263517379760742; None; 1763881123.595958
[-0.4080234, 0.       ]; False; -84.0; 84; None; None; 1; 0.033136844635009766; None; 1763881123.6311011
[-0.51521134, 0.        ]; True; -200.0; 200; None; None; 2; 0.07691669464111328; None; 1763881123.7090194
[-0.5816481, 0.       ]; False; -110.0; 110; None; None; 2; 0.0424656867980957; None; 1763881123.751485
[-0.4563255, 0.       ]; False; -93.0; 93; None; None; 1; 0.03916525840759277; None; 1763881123.7906504
[-0.51449895, 0.        ]; True; -200.0; 200; None; None; 3; 0.0746910572052002; None; 1763881123.8663423
[-0.55739677, 0.        ]; False; -196.0; 196; 2845.856941425921; None; 3; 0.07681107521057129; None; 1763881123.9431534
[-0.52041185, 0.        ]; True; -200.0; 200; None; None; 2; 0.18795514106750488; None; 1763881124.1311085
[-0.5132928, 0.       ]; True; -200.0; 200; None; None; 3; 0.2156982421875; None; 1763881124.3468068
[-0.57591575, 0.        ]; False; -135.0; 135; None; None; 3; 0.13776779174804688; None; 1763881124.486943
[-0.44167978, 0.        ]; False; -89.0; 89; 230.7431078469801; None; 1; 0.102783203125; None; 1763881124.5897262
[-0.5381328, 0.       ]; True; -200.0; 200; None; None; 2; 0.21089386940002441; None; 1763881124.8015172
[-0.5060759, 0.       ]; True; -200.0; 200; None; None; 1; 0.20084691047668457; None; 1763881125.0033803
[-0.5091902, 0.       ]; True; -200.0; 200; None; None; 1; 0.22697687149047852; None; 1763881125.2303572
[-0.4797755, 0.       ]; False; -110.0; 110; 457.91688302826634; None; 1; 0.12140369415283203; None; 1763881125.3517609
[-0.50664645, 0.        ]; True; -200.0; 200; None; None; 1; 0.18806910514831543; None; 1763881125.5408454
[-0.47415128, 0.        ]; False; -102.0; 102; None; None; 2; 0.12264728546142578; None; 1763881125.6679442
[-0.46924943, 0.        ]; False; -99.0; 99; None; None; 1; 0.09286761283874512; None; 1763881125.7608118
[-0.52545536, 0.        ]; True; -200.0; 200; None; None; 3; 0.23522496223449707; None; 1763881125.998039
[-0.57627225, 0.        ]; False; -135.0; 135; 830.2538352413316; None; 3; 0.139268159866333; None; 1763881126.1373072
[-0.50991464, 0.        ]; True; -200.0; 200; None; None; 4; 0.2131805419921875; None; 1763881126.3514926
[-0.41535735, 0.        ]; False; -85.0; 85; None; None; 2; 0.08256745338439941; None; 1763881126.43406
[-0.437613, 0.      ]; False; -88.0; 88; None; None; 3; 0.10992097854614258; None; 1763881126.5471818
[-0.5379218, 0.       ]; True; -200.0; 200; None; None; 4; 0.2262425422668457; None; 1763881126.7734244
[-0.54541945, 0.        ]; True; -200.0; 200; None; None; 3; 0.18428444862365723; None; 1763881126.9577088
[-0.5236184, 0.       ]; True; -200.0; 200; None; None; 2; 0.22246861457824707; None; 1763881127.1835108
[-0.59713006, 0.        ]; False; -107.0; 107; None; None; 4; 0.10475659370422363; None; 1763881127.2902727
[-0.49805412, 0.        ]; False; -158.0; 158; None; None; 3; 0.17016077041625977; None; 1763881127.4645646
[-0.5552939, 0.       ]; False; -195.0; 195; 2125.575534203108; None; 1; 0.2281486988067627; None; 1763881127.6927133
[-0.4383781, 0.       ]; False; -88.0; 88; None; None; 2; 0.08806443214416504; None; 1763881127.7807777
[-0.49718505, 0.        ]; False; -158.0; 158; 1806.4822033326184; None; 1; 0.19822478294372559; None; 1763881127.9790025
[-0.4852399, 0.       ]; False; -164.0; 164; 773.0545328879161; None; 1; 0.21222162246704102; None; 1763881128.191224
[-0.58499205, 0.        ]; False; -108.0; 108; None; None; 2; 0.12797951698303223; None; 1763881128.3192036
[-0.5117906, 0.       ]; True; -200.0; 200; None; None; 2; 0.19028258323669434; None; 1763881128.5094862
[-0.55611223, 0.        ]; False; -195.0; 195; 463.85061973938633; None; 3; 0.21819114685058594; None; 1763881128.7316933
[-0.52373624, 0.        ]; True; -200.0; 200; None; None; 3; 0.2327730655670166; None; 1763881128.9686382
[-0.5112587, 0.       ]; True; -200.0; 200; None; None; 3; 0.219573974609375; None; 1763881129.1882122
[-0.4671063, 0.       ]; False; -97.0; 97; 417.0428297993984; None; 1; 0.10618329048156738; None; 1763881129.2993636
[-0.43449175, 0.        ]; False; -87.0; 87; None; None; 2; 0.10520195960998535; None; 1763881129.408763
[-0.45964593, 0.        ]; False; -94.0; 94; None; None; 2; 0.11554932594299316; None; 1763881129.5243123
[-0.43862015, 0.        ]; False; -88.0; 88; None; None; 2; 0.08641695976257324; None; 1763881129.613032
[-0.52195114, 0.        ]; True; -200.0; 200; None; None; 2; 0.2142624855041504; None; 1763881129.828001
[-0.45275727, 0.        ]; False; -92.0; 92; None; None; 1; 0.0992884635925293; None; 1763881129.9291577
[-0.59099174, 0.        ]; False; -107.0; 107; None; None; 1; 0.12352418899536133; None; 1763881130.0540254
[-0.57194984, 0.        ]; False; -138.0; 138; None; None; 2; 0.13279223442077637; None; 1763881130.1868176
[-0.5065573, 0.       ]; True; -200.0; 200; None; None; 2; 0.21067309379577637; None; 1763881130.3994892
[-0.5815153, 0.       ]; False; -110.0; 110; None; None; 3; 0.11616301536560059; None; 1763881130.516653
[-0.5124217, 0.       ]; True; -200.0; 200; None; None; 2; 0.20241999626159668; None; 1763881130.719073
[-0.5283627, 0.       ]; True; -200.0; 200; None; None; 3; 0.23410844802856445; None; 1763881130.9531815
[-0.43316653, 0.        ]; False; -87.0; 87; None; None; 1; 0.08521652221679688; None; 1763881131.0424385
[-0.4682731, 0.       ]; False; -98.0; 98; None; None; 3; 0.11965537071228027; None; 1763881131.1640985
[-0.5644016, 0.       ]; False; -154.0; 154; 1382.0812565461456; None; 2; 0.21474194526672363; None; 1763881131.382245
[-0.5505525, 0.       ]; False; -194.0; 194; 488.7432596121769; None; 3; 0.21906089782714844; None; 1763881131.6024442
[-0.49208164, 0.        ]; False; -158.0; 158; 1329.552313682252; None; 2; 0.17708492279052734; None; 1763881131.7837374
[-0.4620819, 0.       ]; False; -95.0; 95; None; None; 1; 0.1170196533203125; None; 1763881131.900757
[-0.49844217, 0.        ]; False; -159.0; 159; None; None; 2; 0.18803048133850098; None; 1763881132.092147
