Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.57037973, 0.        ]; False; -142.0; 142; None; None; 1; 0.10493230819702148; None; 1768443325.2632878; None
[-0.5283843, 0.       ]; True; -200.0; 200; None; None; 1; 0.13491106033325195; None; 1768443325.3711846; 18.96239161491394
[-0.44960937, 0.        ]; False; -91.0; 91; None; None; 1; 0.05804610252380371; None; 1768443325.5078988; None
[-0.5753209, 0.       ]; False; -135.0; 135; None; None; 1; 0.08588910102844238; None; 1768443325.5706158; None
[-0.42923552, 0.        ]; False; -86.0; 86; None; None; 2; 0.051232337951660156; None; 1768443325.6602538; None
[-0.5151, 0.    ]; True; -200.0; 200; None; None; 1; 0.12033414840698242; None; 1768443325.7144809; 19.30568790435791
[-0.4520063, 0.       ]; False; -92.0; 92; None; None; 2; 0.05841231346130371; None; 1768443325.8379636; None
[-0.5640239, 0.       ]; False; -155.0; 155; None; None; 1; 0.09793400764465332; None; 1768443325.8983946; None
[-0.42061976, 0.        ]; False; -85.0; 85; None; None; 1; 0.05364060401916504; None; 1768443325.999875; None
[-0.46640104, 0.        ]; False; -97.0; 97; 304.70338591534585; None; 1; 0.05906057357788086; None; 1768443326.0553017; None
[-0.5533314, 0.       ]; False; -195.0; 195; None; None; 1; 0.21459555625915527; None; 1768443326.1173658; None
[-0.4941657, 0.       ]; False; -158.0; 158; 2871.4789216708314; None; 1; 0.10244894027709961; None; 1768443326.33598; None
[-0.46238142, 0.        ]; False; -95.0; 95; None; None; 1; 0.06021428108215332; None; 1768443326.4418752; None
[-0.41145825, 0.        ]; False; -84.0; 84; None; None; 1; 0.05068230628967285; None; 1768443326.5062554; None
[-0.5235469, 0.       ]; True; -200.0; 200; None; None; 1; 0.12470841407775879; None; 1768443326.559911; 20.15111804008484
[-0.57422304, 0.        ]; False; -136.0; 136; None; None; 1; 0.08786845207214355; None; 1768443326.6891158; None
[-0.50659674, 0.        ]; True; -200.0; 200; None; None; 1; 0.09673070907592773; None; 1768443326.7801607; 20.371367692947388
[-0.5534407, 0.       ]; False; -195.0; 195; 2749.98759732277; None; 1; 0.1271669864654541; None; 1768443326.8798547; None
[-0.46719584, 0.        ]; False; -97.0; 97; None; None; 3; 0.06342864036560059; None; 1768443327.0111544; None
[-0.59007305, 0.        ]; False; -107.0; 107; None; None; 1; 0.06955075263977051; None; 1768443327.077739; None
[-0.59644777, 0.        ]; False; -107.0; 107; None; None; 1; 0.06573987007141113; None; 1768443327.1513805; None
[-0.5469779, 0.       ]; True; -200.0; 200; None; None; 1; 0.12440800666809082; None; 1768443327.2201338; 20.811340808868408
[-0.44591904, 0.        ]; False; -90.0; 90; None; None; 1; 0.05638861656188965; None; 1768443327.3485644; None
[-0.52066344, 0.        ]; True; -200.0; 200; None; None; 1; 0.12310123443603516; None; 1768443327.4099252; 21.001132249832153
[-0.5135777, 0.       ]; True; -200.0; 200; None; None; 1; 0.1257033348083496; None; 1768443327.5371218; 21.128328800201416
[-0.58402836, 0.        ]; False; -109.0; 109; None; None; 1; 0.0634000301361084; None; 1768443327.6669757; None
[-0.49402624, 0.        ]; False; -158.0; 158; None; None; 1; 0.10043883323669434; None; 1768443327.7344382; None
[-0.44305938, 0.        ]; False; -89.0; 89; None; None; 1; 0.056349992752075195; None; 1768443327.838897; None
[-0.5641849, 0.       ]; False; -155.0; 155; 6314.345502446368; None; 1; 0.09796476364135742; None; 1768443327.8976247; None
[-0.5895257, 0.       ]; False; -108.0; 108; None; None; 1; 0.06535720825195312; None; 1768443327.9998214; None
[-0.4688273, 0.       ]; False; -98.0; 98; 518.1964922756966; None; 1; 0.06061887741088867; None; 1768443328.0691924; None
[-0.55333245, 0.        ]; False; -195.0; 195; 2828.683185806009; None; 1; 0.12115812301635742; None; 1768443328.133847; None
[-0.42641312, 0.        ]; False; -86.0; 86; None; None; 1; 0.0646677017211914; None; 1768443328.2583923; None
[-0.57171744, 0.        ]; False; -138.0; 138; None; None; 1; 0.10051870346069336; None; 1768443328.3262944; None
[-0.55710983, 0.        ]; False; -196.0; 196; 3304.4109409170555; None; 1; 0.2701101303100586; None; 1768443328.428878; None
[-0.5867344, 0.       ]; False; -108.0; 108; None; None; 1; 0.1571791172027588; None; 1768443328.7080123; None
[-0.48752448, 0.        ]; False; -161.0; 161; 954.1996871889663; None; 1; 0.11102485656738281; None; 1768443328.8683095; None
[-0.40973085, 0.        ]; False; -84.0; 84; None; None; 1; 0.05393052101135254; None; 1768443328.9820464; None
[-0.42775115, 0.        ]; False; -86.0; 86; None; None; 1; 0.06973433494567871; None; 1768443329.0369756; None
[-0.47541016, 0.        ]; False; -104.0; 104; 850.3447052443246; None; 1; 0.07217979431152344; None; 1768443329.1097257; None
[-0.57362133, 0.        ]; False; -137.0; 137; None; None; 1; 0.0945277214050293; None; 1768443329.1838884; None
[-0.49572262, 0.        ]; False; -158.0; 158; None; None; 1; 0.12954425811767578; None; 1768443329.281887; None
[-0.47389042, 0.        ]; False; -102.0; 102; 513.2687612812433; None; 1; 0.08964085578918457; None; 1768443329.4153569; None
[-0.543819, 0.      ]; True; -200.0; 200; None; None; 1; 0.17482829093933105; None; 1768443329.5081835; 23.099390506744385
[-0.54544204, 0.        ]; True; -200.0; 200; None; None; 2; 0.12700390815734863; None; 1768443329.687924; 23.279130935668945
[-0.5642561, 0.       ]; False; -154.0; 154; 2310.15467844936; None; 1; 0.09909629821777344; None; 1768443329.8192225; None
[-0.4906156, 0.       ]; False; -159.0; 159; 2604.2674551502005; None; 1; 0.21721506118774414; None; 1768443329.92143; None
[-0.41546893, 0.        ]; False; -85.0; 85; None; None; 1; 0.08716392517089844; None; 1768443330.144642; None
[-0.43182367, 0.        ]; False; -87.0; 87; 160.59208775641088; None; 1; 0.05792570114135742; None; 1768443330.2348073; None
[-0.45834628, 0.        ]; False; -93.0; 93; 227.12888792619117; None; 1; 0.06071114540100098; None; 1768443330.2951217; None
[-0.57507986, 0.        ]; False; -136.0; 136; None; None; 1; 0.09435081481933594; None; 1768443330.3578758; None
[-0.562982, 0.      ]; True; -200.0; 200; None; None; 1; 0.1324465274810791; None; 1768443330.4552236; 24.046430587768555
[-0.40006217, 0.        ]; False; -83.0; 83; None; None; 1; 0.05330657958984375; None; 1768443330.5906527; None
[-0.5087274, 0.       ]; True; -200.0; 200; None; None; 1; 0.1263282299041748; None; 1768443330.6460674; 24.237274408340454
[-0.582769, 0.      ]; False; -110.0; 110; 631.7555400749346; None; 1; 0.07346177101135254; None; 1768443330.7755232; None
[-0.52553195, 0.        ]; True; -200.0; 200; None; None; 1; 0.12275433540344238; None; 1768443330.8519413; 24.443148374557495
[-0.49690753, 0.        ]; False; -158.0; 158; None; None; 2; 0.10462570190429688; None; 1768443330.9766953; None
[-0.5240372, 0.       ]; True; -200.0; 200; None; None; 1; 0.12293219566345215; None; 1768443331.0854895; 24.67669653892517
[-0.41701198, 0.        ]; False; -85.0; 85; None; None; 1; 0.05360579490661621; None; 1768443331.2124782; None
[-0.4738434, 0.       ]; False; -102.0; 102; None; None; 1; 0.06154584884643555; None; 1768443331.2690687; None
[-0.40730968, 0.        ]; False; -84.0; 84; 163.53098393173056; None; 1; 0.05314993858337402; None; 1768443331.3346906; None
[-0.5012743, 0.       ]; True; -200.0; 200; None; None; 1; 0.12322306632995605; None; 1768443331.3912516; 24.98245859146118
[-0.42248613, 0.        ]; False; -85.0; 85; None; None; 1; 0.053333282470703125; None; 1768443331.518552; None
[-0.5823898, 0.       ]; False; -110.0; 110; None; None; 1; 0.06912422180175781; None; 1768443331.5749521; None
[-0.5425761, 0.       ]; True; -200.0; 200; None; None; 1; 0.12401366233825684; None; 1768443331.646916; 25.238122940063477
[-0.55653435, 0.        ]; False; -195.0; 195; None; None; 1; 0.12856316566467285; None; 1768443331.7738762; None
[-0.54577214, 0.        ]; True; -200.0; 200; None; None; 1; 0.12834596633911133; None; 1768443331.9072237; 25.498430728912354
[-0.57353425, 0.        ]; False; -137.0; 137; None; None; 1; 0.08256173133850098; None; 1768443332.0385125; None
[-0.524497, 0.      ]; True; -200.0; 200; None; None; 1; 0.1293926239013672; None; 1768443332.1253119; 25.716518878936768
[-0.51373094, 0.        ]; True; -200.0; 200; None; None; 1; 0.12093305587768555; None; 1768443332.2588787; 25.850085735321045
[-0.54474515, 0.        ]; True; -200.0; 200; None; None; 1; 0.1250770092010498; None; 1768443332.383801; 25.975008010864258
[-0.5516626, 0.       ]; False; -194.0; 194; 2467.533008397038; None; 1; 0.12118315696716309; None; 1768443332.5119581; None
[-0.5325776, 0.       ]; True; -200.0; 200; None; None; 1; 0.12032747268676758; None; 1768443332.6371846; 26.228391647338867
[-0.4730274, 0.       ]; False; -101.0; 101; None; None; 2; 0.06411576271057129; None; 1768443332.7637882; None
[-0.48855653, 0.        ]; False; -160.0; 160; 2699.2815871770895; None; 1; 0.10063624382019043; None; 1768443332.8309028; None
[-0.5659731, 0.       ]; False; -146.0; 146; None; None; 1; 0.10074901580810547; None; 1768443332.9359138; None
[-0.5601936, 0.       ]; False; -198.0; 198; 602.0757115621846; None; 1; 0.1233360767364502; None; 1768443333.040721; None
[-0.53843397, 0.        ]; True; -200.0; 200; None; None; 1; 0.12259387969970703; None; 1768443333.167694; 26.758901119232178
[-0.4536127, 0.       ]; False; -92.0; 92; None; None; 1; 0.05838298797607422; None; 1768443333.2933545; None
[-0.48775434, 0.        ]; False; -161.0; 161; None; None; 1; 0.09841132164001465; None; 1768443333.3559096; None
[-0.43733945, 0.        ]; False; -88.0; 88; None; None; 1; 0.052533626556396484; None; 1768443333.4599452; None
[-0.54468507, 0.        ]; True; -200.0; 200; None; None; 1; 0.12097048759460449; None; 1768443333.5154786; 27.106685638427734
[-0.585821, 0.      ]; False; -108.0; 108; None; None; 2; 0.06587743759155273; None; 1768443333.6415803; None
[-0.55863273, 0.        ]; False; -196.0; 196; 7281.71327847507; None; 1; 0.12103819847106934; None; 1768443333.7107735; None
[-0.48782676, 0.        ]; False; -161.0; 161; None; None; 3; 0.09578108787536621; None; 1768443333.836527; None
[-0.596942, 0.      ]; False; -107.0; 107; None; None; 1; 0.06397008895874023; None; 1768443333.9366007; None
[-0.53152627, 0.        ]; True; -200.0; 200; None; None; 1; 0.12008023262023926; None; 1768443334.004287; 27.595494031906128
[-0.5054802, 0.       ]; True; -200.0; 200; None; None; 1; 0.1243891716003418; None; 1768443334.1283987; 27.719605684280396
[-0.42103228, 0.        ]; False; -85.0; 85; None; None; 1; 0.05166912078857422; None; 1768443334.2561855; None
[-0.44454923, 0.        ]; False; -90.0; 90; 209.12207750766888; None; 1; 0.05650520324707031; None; 1768443334.311469; None
[-0.5281799, 0.       ]; True; -200.0; 200; None; None; 2; 0.12115645408630371; None; 1768443334.3709974; 27.962204456329346
[-0.5326398, 0.       ]; True; -200.0; 200; None; None; 1; 0.1223917007446289; None; 1768443334.4960763; 28.08728337287903
[-0.48145694, 0.        ]; False; -110.0; 110; None; None; 1; 0.06759953498840332; None; 1768443334.623268; None
[-0.47978705, 0.        ]; False; -110.0; 110; 1147.9017895323816; None; 1; 0.06852364540100098; None; 1768443334.693047; None
[-0.5357605, 0.       ]; True; -200.0; 200; None; None; 1; 0.12042546272277832; None; 1768443334.7666142; 28.357821226119995
[-0.59185654, 0.        ]; False; -107.0; 107; None; None; 1; 0.06783890724182129; None; 1768443334.8900597; None
[-0.52928305, 0.        ]; True; -200.0; 200; None; None; 1; 0.13361167907714844; None; 1768443334.9607441; 28.55195116996765
[-0.5571336, 0.       ]; False; -196.0; 196; None; None; 1; 0.15119647979736328; None; 1768443335.0983605; None
[-0.49802312, 0.        ]; False; -158.0; 158; 2148.4997791497863; None; 1; 0.1346139907836914; None; 1768443335.2536259; None
[-0.45222905, 0.        ]; False; -92.0; 92; None; None; 1; 0.07567858695983887; None; 1768443335.3942664; None
[-0.41630518, 0.        ]; False; -85.0; 85; None; None; 3; 0.07360959053039551; None; 1768443335.4734983; None
[-0.43911242, 0.        ]; False; -88.0; 88; None; None; 1; 0.07875967025756836; None; 1768443335.5512443; None
[-0.548748, 0.      ]; False; -195.0; 195; 2249.639411673137; None; 1; 0.18062877655029297; None; 1768443335.6331487; None
[-0.42675105, 0.        ]; False; -86.0; 86; None; None; 3; 0.07414960861206055; None; 1768443335.8187735; None
[-0.40997875, 0.        ]; False; -84.0; 84; None; None; 1; 0.07506752014160156; None; 1768443335.8959281; None
[-0.4034586, 0.       ]; False; -83.0; 83; None; None; 1; 0.06299829483032227; None; 1768443335.9749782; None
[-0.5421094, 0.       ]; True; -200.0; 200; None; None; 1; 0.12430024147033691; None; 1768443336.040973; 29.632179975509644
[-0.55115324, 0.        ]; False; -194.0; 194; 1873.9307670877267; None; 1; 0.13993501663208008; None; 1768443336.1702142; None
[-0.445361, 0.      ]; False; -90.0; 90; None; None; 1; 0.06946730613708496; None; 1768443336.312179; None
[-0.49770677, 0.        ]; False; -158.0; 158; 2530.7754266112597; None; 1; 0.10583209991455078; None; 1768443336.3895214; None
[-0.46177512, 0.        ]; False; -95.0; 95; None; None; 1; 0.0604095458984375; None; 1768443336.499371; None
[-0.4612759, 0.       ]; False; -94.0; 94; None; None; 1; 0.06096386909484863; None; 1768443336.5627916; None
[-0.48046675, 0.        ]; False; -111.0; 111; None; None; 1; 0.07451558113098145; None; 1768443336.6292026; None
[-0.53300977, 0.        ]; True; -200.0; 200; None; None; 2; 0.12880539894104004; None; 1768443336.7055564; 30.29676342010498
[-0.5611609, 0.       ]; True; -200.0; 200; None; None; 1; 0.12504291534423828; None; 1768443336.8407397; 30.431946754455566
[-0.42050153, 0.        ]; False; -85.0; 85; None; None; 1; 0.051442861557006836; None; 1768443336.9687831; None
[-0.47425053, 0.        ]; False; -102.0; 102; None; None; 1; 0.07022643089294434; None; 1768443337.0244248; None
[-0.52815884, 0.        ]; True; -200.0; 200; None; None; 1; 0.1345689296722412; None; 1768443337.097673; 30.68887996673584
[-0.5137948, 0.       ]; True; -200.0; 200; None; None; 1; 0.12923002243041992; None; 1768443337.2352037; 30.82641077041626
[-0.5719572, 0.       ]; False; -138.0; 138; None; None; 1; 0.09564542770385742; None; 1768443337.3675604; None
[-0.45997807, 0.        ]; False; -94.0; 94; None; None; 1; 0.061580657958984375; None; 1768443337.4652216; None
[-0.5593069, 0.       ]; False; -197.0; 197; 3837.8341985352445; None; 1; 0.1482560634613037; None; 1768443337.5288143; None
[-0.5624386, 0.       ]; True; -200.0; 200; None; None; 1; 0.13199305534362793; None; 1768443337.6811604; 31.272367477416992
[-0.4883321, 0.       ]; False; -160.0; 160; 222.26850861300912; None; 2; 0.09821248054504395; None; 1768443337.8181908; None
[-0.5570453, 0.       ]; False; -196.0; 196; 586.1289414481711; None; 1; 0.12180042266845703; None; 1768443337.9200974; None
[-0.53761125, 0.        ]; True; -200.0; 200; None; None; 1; 0.12599539756774902; None; 1768443338.0471022; 31.638309240341187
[-0.5779056, 0.       ]; False; -135.0; 135; 303.66143645686276; None; 1; 0.0841681957244873; None; 1768443338.177582; None
[-0.49628848, 0.        ]; False; -158.0; 158; 563.1920728156604; None; 1; 0.09721040725708008; None; 1768443338.2657483; None
[-0.55750185, 0.        ]; False; -196.0; 196; 3411.5749803432477; None; 1; 0.12117767333984375; None; 1768443338.3665848; None
[-0.47242266, 0.        ]; False; -101.0; 101; None; None; 1; 0.06464290618896484; None; 1768443338.4906447; None
[-0.4780384, 0.       ]; False; -107.0; 107; None; None; 1; 0.06904339790344238; None; 1768443338.5579858; None
[-0.5061404, 0.       ]; True; -200.0; 200; None; None; 1; 0.12294435501098633; None; 1768443338.629758; 32.22096490859985
[-0.4425942, 0.       ]; False; -89.0; 89; None; None; 1; 0.06132793426513672; None; 1768443338.756032; None
[-0.49739897, 0.        ]; False; -158.0; 158; 503.54781579066616; None; 1; 0.0963897705078125; None; 1768443338.8213603; None
[-0.52662116, 0.        ]; True; -200.0; 200; None; None; 3; 0.12126469612121582; None; 1768443338.9207556; 32.51196265220642
[-0.47083864, 0.        ]; False; -100.0; 100; None; None; 1; 0.06250834465026855; None; 1768443339.044994; None
[-0.42268962, 0.        ]; False; -85.0; 85; None; None; 1; 0.05310511589050293; None; 1768443339.1098776; None
[-0.55873936, 0.        ]; False; -196.0; 196; None; None; 1; 0.12863445281982422; None; 1768443339.1660378; None
[-0.47411406, 0.        ]; False; -102.0; 102; None; None; 1; 0.06280183792114258; None; 1768443339.2976825; None
[-0.54203653, 0.        ]; True; -200.0; 200; None; None; 1; 0.12549757957458496; None; 1768443339.3651733; 32.95638036727905
[-0.5024194, 0.       ]; True; -200.0; 200; None; None; 1; 0.12198829650878906; None; 1768443339.4938278; 33.08503484725952
[-0.453954, 0.      ]; False; -92.0; 92; None; None; 1; 0.05503392219543457; None; 1768443339.6198363; None
[-0.4260618, 0.       ]; False; -86.0; 86; None; None; 1; 0.05262446403503418; None; 1768443339.677869; None
[-0.56138116, 0.        ]; True; -200.0; 200; None; None; 1; 0.12610721588134766; None; 1768443339.7335913; 33.324798345565796
[-0.55250865, 0.        ]; False; -194.0; 194; 2621.1222454174467; None; 1; 0.11816549301147461; None; 1768443339.8627563; None
[-0.58466965, 0.        ]; False; -108.0; 108; None; None; 1; 0.07404041290283203; None; 1768443339.9850569; None
[-0.52608514, 0.        ]; True; -200.0; 200; None; None; 2; 0.1253948211669922; None; 1768443340.0618603; 33.65306735038757
[-0.49507016, 0.        ]; False; -158.0; 158; 1693.907538028764; None; 1; 0.0978853702545166; None; 1768443340.192922; None
[-0.5011366, 0.       ]; True; -200.0; 200; None; None; 1; 0.137099027633667; None; 1768443340.2950068; 33.88621377944946
[-0.5408489, 0.       ]; True; -200.0; 200; None; None; 2; 0.12448859214782715; None; 1768443340.4354148; 34.02662181854248
[-0.5427687, 0.       ]; True; -200.0; 200; None; None; 1; 0.12501811981201172; None; 1768443340.5640876; 34.15529465675354
[-0.41737416, 0.        ]; False; -85.0; 85; None; None; 1; 0.053139448165893555; None; 1768443340.6931648; None
[-0.5373805, 0.       ]; True; -200.0; 200; None; None; 1; 0.1266164779663086; None; 1768443340.7503211; 34.34152817726135
[-0.44944867, 0.        ]; False; -91.0; 91; 341.77835723598434; None; 1; 0.06011009216308594; None; 1768443340.8809814; None
[-0.49472085, 0.        ]; False; -158.0; 158; None; None; 2; 0.09782266616821289; None; 1768443340.9444406; None
[-0.55685765, 0.        ]; False; -196.0; 196; 1009.5181434401414; None; 1; 0.12016916275024414; None; 1768443341.046119; None
[-0.5063723, 0.       ]; True; -200.0; 200; None; None; 1; 0.12210965156555176; None; 1768443341.169291; 34.760498046875
[-0.57384765, 0.        ]; False; -137.0; 137; 6507.841737781226; None; 2; 0.08634591102600098; None; 1768443341.2955022; None
[-0.44656578, 0.        ]; False; -90.0; 90; None; None; 1; 0.05451798439025879; None; 1768443341.384902; None
[-0.4818214, 0.       ]; False; -111.0; 111; 1436.1595617188837; None; 1; 0.06846976280212402; None; 1768443341.4431155; None
[-0.4625189, 0.       ]; False; -95.0; 95; None; None; 3; 0.05844521522521973; None; 1768443341.5147374; None
[-0.41501892, 0.        ]; False; -84.0; 84; None; None; 1; 0.050528526306152344; None; 1768443341.5772395; None
[-0.5183457, 0.       ]; True; -200.0; 200; None; None; 2; 0.12848758697509766; None; 1768443341.6317992; 35.22300624847412
[-0.5645073, 0.       ]; False; -154.0; 154; None; None; 1; 0.0958256721496582; None; 1768443341.764229; None
[-0.59249556, 0.        ]; False; -107.0; 107; None; None; 1; 0.06360530853271484; None; 1768443341.8620634; None
[-0.52292717, 0.        ]; True; -200.0; 200; None; None; 1; 0.12583255767822266; None; 1768443341.930654; 35.52186107635498
[-0.5140675, 0.       ]; True; -200.0; 200; None; None; 1; 0.12619400024414062; None; 1768443342.0598848; 35.65109181404114
[-0.50571156, 0.        ]; True; -200.0; 200; None; None; 2; 0.10272693634033203; None; 1768443342.1901321; 35.781339168548584
[-0.56327856, 0.        ]; True; -200.0; 200; None; None; 1; 0.13343143463134766; None; 1768443342.29525; 35.88645696640015
[-0.56380117, 0.        ]; False; -156.0; 156; 2421.516808594755; None; 1; 0.09655618667602539; None; 1768443342.433679; None
[-0.43600824, 0.        ]; False; -88.0; 88; 217.32238912948674; None; 1; 0.05366373062133789; None; 1768443342.5345614; None
[-0.5700248, 0.       ]; False; -142.0; 142; None; None; 1; 0.08716082572937012; None; 1768443342.5912397; None
[-0.57292366, 0.        ]; False; -137.0; 137; None; None; 1; 0.08666729927062988; None; 1768443342.682383; None
[-0.45361674, 0.        ]; False; -92.0; 92; None; None; 1; 0.056617021560668945; None; 1768443342.771592; None
[-0.5155175, 0.       ]; True; -200.0; 200; None; None; 2; 0.12183761596679688; None; 1768443342.83134; 36.42254710197449
[-0.41548458, 0.        ]; False; -85.0; 85; None; None; 1; 0.051825523376464844; None; 1768443342.9567447; None
[-0.5986351, 0.       ]; False; -107.0; 107; None; None; 1; 0.06594252586364746; None; 1768443343.0123549; None
[-0.4175508, 0.       ]; False; -85.0; 85; None; None; 1; 0.05298614501953125; None; 1768443343.0812962; None
[-0.47615632, 0.        ]; False; -105.0; 105; 431.84967695990525; None; 1; 0.06848716735839844; None; 1768443343.137406; None
[-0.4849615, 0.       ]; False; -165.0; 165; 904.1275042101718; None; 1; 0.09965014457702637; None; 1768443343.2101336; None
[-0.56283295, 0.        ]; True; -200.0; 200; None; None; 1; 0.12450599670410156; None; 1768443343.3132672; 36.90447425842285
[-0.47131428, 0.        ]; False; -100.0; 100; 665.8153821731884; None; 1; 0.05844378471374512; None; 1768443343.440542; None
[-0.49075064, 0.        ]; False; -159.0; 159; None; None; 1; 0.09873175621032715; None; 1768443343.5028431; None
[-0.4154721, 0.       ]; False; -85.0; 85; None; None; 3; 0.05377054214477539; None; 1768443343.6057885; None
[-0.5377769, 0.       ]; True; -200.0; 200; None; None; 2; 0.1253809928894043; None; 1768443343.662537; 37.25374412536621
[-0.5401129, 0.       ]; True; -200.0; 200; None; None; 1; 0.12198567390441895; None; 1768443343.7917206; 37.382927656173706
[-0.42306888, 0.        ]; False; -86.0; 86; 163.7744262551127; None; 1; 0.05224299430847168; None; 1768443343.917755; None
[-0.50570655, 0.        ]; True; -200.0; 200; None; None; 1; 0.12833809852600098; None; 1768443343.9734325; 37.56463956832886
[-0.47772905, 0.        ]; False; -107.0; 107; None; None; 1; 0.06248760223388672; None; 1768443344.1048217; None
[-0.46384427, 0.        ]; False; -96.0; 96; 652.0488146132918; None; 1; 0.060701608657836914; None; 1768443344.1692333; None
[-0.59198624, 0.        ]; False; -107.0; 107; None; None; 1; 0.06443548202514648; None; 1768443344.2329454; None
[-0.5368262, 0.       ]; True; -200.0; 200; None; None; 1; 0.1262969970703125; None; 1768443344.3017204; 37.892927408218384
[-0.46812233, 0.        ]; False; -98.0; 98; None; None; 1; 0.061565399169921875; None; 1768443344.4310937; None
[-0.45616576, 0.        ]; False; -93.0; 93; None; None; 1; 0.06025505065917969; None; 1768443344.4967115; None
[-0.52234054, 0.        ]; True; -200.0; 200; None; None; 1; 0.12314605712890625; None; 1768443344.5599825; 38.15118956565857
[-0.56548613, 0.        ]; False; -147.0; 147; None; None; 1; 0.09105443954467773; None; 1768443344.6881974; None
[-0.49139044, 0.        ]; False; -159.0; 159; 1691.1250091719592; None; 1; 0.1006004810333252; None; 1768443344.782587; None
[-0.48878875, 0.        ]; False; -160.0; 160; 7078.74519180057; None; 1; 0.09560322761535645; None; 1768443344.886205; None
[-0.50650585, 0.        ]; True; -200.0; 200; None; None; 2; 0.12296891212463379; None; 1768443344.986368; 38.57757496833801
[-0.49928248, 0.        ]; True; -200.0; 200; None; None; 2; 0.12547087669372559; None; 1768443345.1144717; 38.70567870140076
[-0.46910524, 0.        ]; False; -98.0; 98; None; None; 1; 0.06155228614807129; None; 1768443345.242538; None
[-0.5509845, 0.       ]; False; -194.0; 194; 665.4328410980047; None; 1; 0.13834714889526367; None; 1768443345.3067067; None
[-0.4871927, 0.       ]; False; -162.0; 162; None; None; 3; 0.11765170097351074; None; 1768443345.4488978; None
[-0.4687494, 0.       ]; False; -98.0; 98; 401.16126525451847; None; 1; 0.07394623756408691; None; 1768443345.568565; None
[-0.5800829, 0.       ]; False; -132.0; 132; 2211.6607345303064; None; 1; 0.09064507484436035; None; 1768443345.6477203; None
[-0.5344698, 0.       ]; True; -200.0; 200; None; None; 1; 0.13106894493103027; None; 1768443345.7447245; 39.33593153953552
[-0.5270497, 0.       ]; True; -200.0; 200; None; None; 2; 0.12217211723327637; None; 1768443345.8817258; 39.47293281555176
[-0.5526574, 0.       ]; False; -194.0; 194; 2819.835574337303; None; 1; 0.11839771270751953; None; 1768443346.0079458; None
[-0.5318358, 0.       ]; True; -200.0; 200; None; None; 1; 0.12372446060180664; None; 1768443346.1306407; 39.72184777259827
[-0.543161, 0.      ]; True; -200.0; 200; None; None; 2; 0.12216353416442871; None; 1768443346.2583146; 39.84952163696289
[-0.4472675, 0.       ]; False; -90.0; 90; None; None; 2; 0.054599761962890625; None; 1768443346.3848455; None
[-0.58961505, 0.        ]; False; -107.0; 107; 8.892419120813596; None; 1; 0.06764340400695801; None; 1768443346.4432755; None
[-0.48430887, 0.        ]; False; -167.0; 167; None; None; 1; 0.10221433639526367; None; 1768443346.5139356; None
[-0.48654002, 0.        ]; False; -162.0; 162; 484.5230424894408; None; 1; 0.0966637134552002; None; 1768443346.620149; None
[-0.49939242, 0.        ]; True; -200.0; 200; None; None; 1; 0.12418961524963379; None; 1768443346.7208567; 40.312063694000244
[-0.5240722, 0.       ]; True; -200.0; 200; None; None; 1; 0.12012863159179688; None; 1768443346.8480604; 40.43926739692688
[-0.4207913, 0.       ]; False; -85.0; 85; None; None; 1; 0.053643226623535156; None; 1768443346.9732928; None
[-0.4903923, 0.       ]; False; -159.0; 159; None; None; 1; 0.09675073623657227; None; 1768443347.0299869; None
[-0.54229414, 0.        ]; True; -200.0; 200; None; None; 1; 0.12304496765136719; None; 1768443347.1318598; 40.72306680679321
[-0.4388602, 0.       ]; False; -88.0; 88; None; None; 2; 0.05635404586791992; None; 1768443347.2580671; None
[-0.52412164, 0.        ]; True; -200.0; 200; None; None; 1; 0.12336349487304688; None; 1768443347.316478; 40.90768504142761
[-0.574164, 0.      ]; False; -136.0; 136; 1469.8716163959784; None; 1; 0.0978095531463623; None; 1768443347.4431171; None
[-0.41284883, 0.        ]; False; -84.0; 84; None; None; 1; 0.05070066452026367; None; 1768443347.5460002; None
[-0.5706268, 0.       ]; False; -141.0; 141; 1397.642303753179; None; 1; 0.08495402336120605; None; 1768443347.6006815; None
[-0.52855206, 0.        ]; True; -200.0; 200; None; None; 1; 0.12895536422729492; None; 1768443347.6903749; 41.28158187866211
[-0.5555373, 0.       ]; False; -195.0; 195; 4702.488128687353; None; 2; 0.12227535247802734; None; 1768443347.822379; None
[-0.46311843, 0.        ]; False; -95.0; 95; 442.33797803762343; None; 1; 0.05917692184448242; None; 1768443347.949036; None
[-0.53238136, 0.        ]; True; -200.0; 200; None; None; 1; 0.13187742233276367; None; 1768443348.0114863; 41.60269331932068
[-0.58282375, 0.        ]; False; -110.0; 110; None; None; 2; 0.07296514511108398; None; 1768443348.1473641; None
[-0.51838875, 0.        ]; True; -200.0; 200; None; None; 1; 0.12105631828308105; None; 1768443348.2233486; 41.814555644989014
[-0.46759522, 0.        ]; False; -98.0; 98; 468.02178698871364; None; 1; 0.06689453125; None; 1768443348.3493068; None
[-0.5387516, 0.       ]; True; -200.0; 200; None; None; 1; 0.13708162307739258; None; 1768443348.420222; 42.01142907142639
[-0.42389676, 0.        ]; False; -86.0; 86; None; None; 1; 0.05861616134643555; None; 1768443348.5615509; None
