Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.46842477, 0.        ]; False; -98.0; 98; None; None; 0; 0.03521895408630371; None; 1768443207.05465; None
[-0.47260767, 0.        ]; False; -101.0; 101; 717.2049161055894; None; 0; 0.2618448734283447; None; 1768443207.05465; None
[-0.43585148, 0.        ]; False; -88.0; 88; None; None; 0; 0.027491331100463867; None; 1768443207.1578848; None
[-0.5460427, 0.       ]; True; -200.0; 200; 1016.4151389502307; None; 0; 0.07171440124511719; None; 1768443207.1578848; None
[-0.6, 0. ]; False; -107.0; 107; None; None; 0; 0.04279327392578125; None; 1768443207.2428029; None
[-0.5918053, 0.       ]; False; -107.0; 107; 0.0; None; 0; 0.0391688346862793; None; 1768443207.2428029; None
[-0.50257754, 0.        ]; True; -200.0; 200; None; None; 0; 0.07476162910461426; None; 1768443207.3637059; None
[-0.59669447, 0.        ]; False; -107.0; 107; 988.1325683018581; None; 0; 0.04242444038391113; None; 1768443207.3637059; None
[-0.4, 0. ]; False; -83.0; 83; None; None; 0; 0.02909398078918457; None; 1768443207.4281025; None
[-0.43734595, 0.        ]; False; -88.0; 88; 133.88334096759934; None; 0; 0.030517578125; None; 1768443207.4305084; None
[-0.42894745, 0.        ]; False; -86.0; 86; None; None; 0; 0.03403782844543457; None; 1768443207.4947534; None
[-0.41744888, 0.        ]; False; -85.0; 85; 86.96733259379828; None; 0; 0.030207157135009766; None; 1768443207.4957516; None
[-0.4634815, 0.       ]; False; -95.0; 95; None; None; 0; 0.037016868591308594; None; 1768443207.570176; None
[-0.47867283, 0.        ]; False; -108.0; 108; 855.7503496901343; None; 0; 0.036407470703125; None; 1768443207.570176; None
[-0.44080353, 0.        ]; False; -89.0; 89; None; None; 0; 0.02834010124206543; None; 1768443207.6342123; None
[-0.4541007, 0.       ]; False; -92.0; 92; 225.61190912167538; None; 0; 0.03435635566711426; None; 1768443207.6361508; None
[-0.5107527, 0.       ]; True; -200.0; 200; None; None; 0; 0.07551336288452148; None; 1768443207.7704585; None
[-0.491275, 0.      ]; False; -159.0; 159; 2104.9750628096494; None; 0; 0.05447888374328613; None; 1768443207.7714896; None
[-0.40311483, 0.        ]; False; -83.0; 83; None; None; 0; 0.032807111740112305; None; 1768443207.8331947; None
[-0.4129855, 0.       ]; False; -84.0; 84; 101.31016138041394; None; 0; 0.028898000717163086; None; 1768443207.8342211; None
[-0.43903226, 0.        ]; False; -88.0; 88; None; None; 0; 0.03576326370239258; None; 1768443207.902716; None
[-0.4368293, 0.       ]; False; -88.0; 88; 0.0; None; 0; 0.031381845474243164; None; 1768443207.902716; None
[-0.5807442, 0.       ]; False; -132.0; 132; None; None; 0; 0.04785323143005371; None; 1768443207.9919844; None
[-0.5994523, 0.       ]; False; -107.0; 107; 1336.3188581259758; None; 0; 0.04040026664733887; None; 1768443207.9919844; None
[-0.40302154, 0.        ]; False; -83.0; 83; None; None; 0; 0.03172802925109863; None; 1768443208.055582; None
[-0.42851916, 0.        ]; False; -86.0; 86; 117.6580617561872; None; 0; 0.030279159545898438; None; 1768443208.056583; None
[-0.5125656, 0.       ]; True; -200.0; 200; None; None; 0; 0.07816600799560547; None; 1768443208.1724489; None
[-0.5932829, 0.       ]; False; -107.0; 107; 1152.1698524085243; None; 0; 0.03397703170776367; None; 1768443208.1734505; None
[-0.45880872, 0.        ]; False; -94.0; 94; None; None; 0; 0.031844139099121094; None; 1768443208.2490637; None
[-0.4540689, 0.       ]; False; -92.0; 92; 421.95686673960336; None; 0; 0.04076886177062988; None; 1768443208.2505639; None
[-0.58028275, 0.        ]; False; -132.0; 132; None; None; 0; 0.04951310157775879; None; 1768443208.3581078; None
[-0.56486887, 0.        ]; False; -152.0; 152; 1297.5318056318204; None; 0; 0.05803084373474121; None; 1768443208.3596537; None
[-0.42003268, 0.        ]; False; -85.0; 85; None; None; 0; 0.03067302703857422; None; 1768443208.4255133; None
[-0.42736423, 0.        ]; False; -86.0; 86; 136.39680333000007; None; 0; 0.03368210792541504; None; 1768443208.4260852; None
[-0.53731275, 0.        ]; True; -200.0; 200; None; None; 0; 0.07103824615478516; None; 1768443208.5563235; None
[-0.49170774, 0.        ]; False; -159.0; 159; 899.0241542231662; None; 0; 0.057459354400634766; None; 1768443208.5570285; None
[-0.5313891, 0.       ]; True; -200.0; 200; None; None; 0; 0.0741877555847168; None; 1768443208.7084813; None
[-0.5400576, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07297372817993164; None; 1768443208.709583; None
[-0.43779194, 0.        ]; False; -88.0; 88; None; None; 0; 0.029443025588989258; None; 1768443208.8098404; None
[-0.5154626, 0.       ]; True; -200.0; 200; 1441.9864307875775; None; 0; 0.07081437110900879; None; 1768443208.8098404; None
[-0.5557971, 0.       ]; False; -195.0; 195; None; None; 0; 0.07128405570983887; None; 1768443208.923311; None
[-0.5943361, 0.       ]; False; -107.0; 107; 2283.4016799236597; None; 0; 0.04218649864196777; None; 1768443208.923311; None
[-0.5747043, 0.       ]; False; -136.0; 136; None; None; 0; 0.057565927505493164; None; 1768443209.0367827; None
[-0.57514334, 0.        ]; False; -136.0; 136; 0.0; None; 0; 0.055905818939208984; None; 1768443209.0388846; None
[-0.44800177, 0.        ]; False; -90.0; 90; None; None; 0; 0.03322911262512207; None; 1768443209.11648; None
[-0.46587512, 0.        ]; False; -97.0; 97; 391.64461340936754; None; 0; 0.041361093521118164; None; 1768443209.11648; None
[-0.5181529, 0.       ]; True; -200.0; 200; None; None; 0; 0.06502318382263184; None; 1768443209.2158048; None
[-0.4705621, 0.       ]; False; -99.0; 99; 2122.2592727577867; None; 0; 0.031264305114746094; None; 1768443209.2158048; None
[-0.42013523, 0.        ]; False; -85.0; 85; None; None; 0; 0.024756431579589844; None; 1768443209.2845418; None
[-0.476923, 0.      ]; False; -105.0; 105; 352.18857600784264; None; 0; 0.04176187515258789; None; 1768443209.2845418; None
[-0.5686777, 0.       ]; False; -144.0; 144; None; None; 0; 0.04731416702270508; None; 1768443209.3961995; None
[-0.52326447, 0.        ]; True; -200.0; 200; 1233.1201352394253; None; 0; 0.06434345245361328; None; 1768443209.3972187; None
[-0.5604253, 0.       ]; False; -198.0; 198; None; None; 0; 0.06497001647949219; None; 1768443209.4949737; None
[-0.40055802, 0.        ]; False; -83.0; 83; 719.3468021188404; None; 0; 0.03180527687072754; None; 1768443209.4949737; None
[-0.4851571, 0.       ]; False; -164.0; 164; None; None; 0; 0.05375170707702637; None; 1768443209.5750992; None
[-0.40383294, 0.        ]; False; -83.0; 83; 996.0139754454912; None; 0; 0.025326013565063477; None; 1768443209.5750992; None
[-0.53341836, 0.        ]; True; -200.0; 200; None; None; 0; 0.06698083877563477; None; 1768443209.6762056; None
[-0.4628916, 0.       ]; False; -95.0; 95; 1488.7968273621004; None; 0; 0.034125566482543945; None; 1768443209.6772053; None
[-0.48854473, 0.        ]; False; -160.0; 160; None; None; 0; 0.06650710105895996; None; 1768443209.777881; None
[-0.46990815, 0.        ]; False; -99.0; 99; 3273.1319794032047; None; 0; 0.03316807746887207; None; 1768443209.777881; None
[-0.4807859, 0.       ]; False; -112.0; 112; None; None; 0; 0.03849387168884277; None; 1768443209.8536654; None
[-0.46231064, 0.        ]; False; -95.0; 95; 920.1492175691654; None; 0; 0.03364706039428711; None; 1768443209.8551972; None
[-0.519341, 0.      ]; True; -200.0; 200; None; None; 0; 0.06393933296203613; None; 1768443209.9793491; None
[-0.5222157, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06021261215209961; None; 1768443209.9793491; None
[-0.568317, 0.      ]; False; -142.0; 142; None; None; 0; 0.057927846908569336; None; 1768443210.0882347; None
[-0.5729807, 0.       ]; False; -137.0; 137; 1072.1087878942794; None; 0; 0.04793548583984375; None; 1768443210.088953; None
[-0.4336491, 0.       ]; False; -87.0; 87; None; None; 0; 0.03329801559448242; None; 1768443210.1584451; None
[-0.45570233, 0.        ]; False; -93.0; 93; 272.068844731778; None; 0; 0.034329891204833984; None; 1768443210.1590028; None
[-0.5592049, 0.       ]; False; -197.0; 197; None; None; 0; 0.07857918739318848; None; 1768443210.2968612; None
[-0.49492913, 0.        ]; False; -158.0; 158; 606.7607940888454; None; 0; 0.05927920341491699; None; 1768443210.2968612; None
[-0.57657975, 0.        ]; False; -135.0; 135; None; None; 0; 0.05235147476196289; None; 1768443210.4219244; None
[-0.53795165, 0.        ]; True; -200.0; 200; 1682.7127849991975; None; 0; 0.07271170616149902; None; 1768443210.422957; None
[-0.4786502, 0.       ]; False; -108.0; 108; None; None; 0; 0.03878068923950195; None; 1768443210.5398123; None
[-0.50283295, 0.        ]; True; -200.0; 200; 3804.366746442735; None; 0; 0.0722358226776123; None; 1768443210.543139; None
[-0.4034687, 0.       ]; False; -83.0; 83; None; None; 0; 0.03360915184020996; None; 1768443210.609386; None
[-0.42210242, 0.        ]; False; -85.0; 85; 107.33227987793565; None; 0; 0.031641244888305664; None; 1768443210.6098557; None
[-0.4095779, 0.       ]; False; -84.0; 84; None; None; 0; 0.03329610824584961; None; 1768443210.6754267; None
[-0.4131913, 0.       ]; False; -84.0; 84; 0.0; None; 0; 0.03137969970703125; None; 1768443210.6754267; None
[-0.5040517, 0.       ]; True; -200.0; 200; None; None; 0; 0.07262063026428223; None; 1768443210.8268487; None
[-0.52844095, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.07456564903259277; None; 1768443210.8268487; None
[-0.47475553, 0.        ]; False; -103.0; 103; None; None; 0; 0.043030500411987305; None; 1768443210.9304361; None
[-0.48569402, 0.        ]; False; -163.0; 163; 5485.2150884793; None; 0; 0.05848407745361328; None; 1768443210.9304361; None
[-0.4660191, 0.       ]; False; -97.0; 97; None; None; 0; 0.035659074783325195; None; 1768443211.0591362; None
[-0.5356261, 0.       ]; True; -200.0; 200; 1479.7358204916545; None; 0; 0.09304094314575195; None; 1768443211.0591362; None
[-0.45388886, 0.        ]; False; -92.0; 92; None; None; 0; 0.0351715087890625; None; 1768443211.1383517; None
[-0.48114, 0.     ]; False; -110.0; 110; 660.5232043884706; None; 0; 0.04404401779174805; None; 1768443211.1383517; None
[-0.45075464, 0.        ]; False; -91.0; 91; None; None; 0; 0.037488460540771484; None; 1768443211.250843; None
[-0.5324178, 0.       ]; True; -200.0; 200; 1334.7516524582506; None; 0; 0.07133197784423828; None; 1768443211.251844; None
[-0.5028154, 0.       ]; True; -200.0; 200; None; None; 0; 0.07599115371704102; None; 1768443211.402175; None
[-0.5216762, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07333946228027344; None; 1768443211.402175; None
[-0.4831253, 0.       ]; False; -114.0; 114; None; None; 0; 0.04321122169494629; None; 1768443211.4787524; None
[-0.42194512, 0.        ]; False; -85.0; 85; 474.00976391055235; None; 0; 0.031362295150756836; None; 1768443211.4787524; None
[-0.52204305, 0.        ]; True; -200.0; 200; None; None; 0; 0.07193255424499512; None; 1768443211.6285233; None
[-0.55456847, 0.        ]; False; -195.0; 195; 153.72591563646492; None; 0; 0.07720589637756348; None; 1768443211.6285233; None
[-0.4517521, 0.       ]; False; -91.0; 91; None; None; 0; 0.035234928131103516; None; 1768443211.7022395; None
[-0.47536257, 0.        ]; False; -104.0; 104; 550.6031233117404; None; 0; 0.03441596031188965; None; 1768443211.7022395; None
[-0.52313673, 0.        ]; True; -200.0; 200; None; None; 0; 0.06597185134887695; None; 1768443211.8128905; None
[-0.58319694, 0.        ]; False; -109.0; 109; 1515.1463921249888; None; 0; 0.04467916488647461; None; 1768443211.8128905; None
[-0.42520872, 0.        ]; False; -86.0; 86; None; None; 0; 0.02798318862915039; None; 1768443211.87406; None
[-0.43347117, 0.        ]; False; -87.0; 87; 121.02939670035565; None; 0; 0.02823495864868164; None; 1768443211.87406; None
[-0.44100496, 0.        ]; False; -89.0; 89; None; None; 0; 0.02792644500732422; None; 1768443211.9328215; None
[-0.44258034, 0.        ]; False; -89.0; 89; 0.0; None; 0; 0.02881479263305664; None; 1768443211.933866; None
[-0.5172432, 0.       ]; True; -200.0; 200; None; None; 0; 0.059828996658325195; None; 1768443212.0587635; None
[-0.5521261, 0.       ]; False; -194.0; 194; 172.00403254744225; None; 0; 0.06406855583190918; None; 1768443212.0587635; None
[-0.4182353, 0.       ]; False; -85.0; 85; None; None; 0; 0.025803565979003906; None; 1768443212.1167364; None
[-0.42470315, 0.        ]; False; -86.0; 86; 154.61090657758322; None; 0; 0.028084278106689453; None; 1768443212.117767; None
[-0.5959653, 0.       ]; False; -107.0; 107; None; None; 0; 0.03654313087463379; None; 1768443212.1936188; None
[-0.5882864, 0.       ]; False; -108.0; 108; 130.22654485333499; None; 0; 0.03777170181274414; None; 1768443212.1946194; None
[-0.48894662, 0.        ]; False; -160.0; 160; None; None; 0; 0.04868340492248535; None; 1768443212.3093262; None
[-0.5327766, 0.       ]; True; -200.0; 200; 912.6173972761085; None; 0; 0.06495237350463867; None; 1768443212.3103273; None
[-0.5920828, 0.       ]; False; -107.0; 107; None; None; 0; 0.03267812728881836; None; 1768443212.3930013; None
[-0.5699441, 0.       ]; False; -142.0; 142; 1580.9409142063291; None; 0; 0.0489957332611084; None; 1768443212.3930013; None
[-0.54226756, 0.        ]; True; -200.0; 200; None; None; 0; 0.06318998336791992; None; 1768443212.5220788; None
[-0.5099321, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.065887451171875; None; 1768443212.5220788; None
[-0.40945908, 0.        ]; False; -84.0; 84; None; None; 0; 0.028243064880371094; None; 1768443212.5827456; None
[-0.44073513, 0.        ]; False; -89.0; 89; 159.86674924960693; None; 0; 0.031412363052368164; None; 1768443212.5837657; None
[-0.5090078, 0.       ]; True; -200.0; 200; None; None; 0; 0.06050515174865723; None; 1768443212.7069988; None
[-0.5538716, 0.       ]; False; -194.0; 194; 133.7382318593735; None; 0; 0.062015533447265625; None; 1768443212.7069988; None
[-0.5943914, 0.       ]; False; -107.0; 107; None; None; 0; 0.03560590744018555; None; 1768443212.7859812; None
[-0.58959574, 0.        ]; False; -107.0; 107; 0.0; None; 0; 0.04337644577026367; None; 1768443212.7897265; None
[-0.5029035, 0.       ]; True; -200.0; 200; None; None; 0; 0.07259988784790039; None; 1768443212.9371707; None
[-0.51908964, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.0727684497833252; None; 1768443212.9371707; None
[-0.53028107, 0.        ]; True; -200.0; 200; None; None; 0; 0.07465744018554688; None; 1768443213.090609; None
[-0.56029737, 0.        ]; False; -198.0; 198; 66.63045731646775; None; 0; 0.0770711898803711; None; 1768443213.0916092; None
[-0.56790763, 0.        ]; False; -143.0; 143; None; None; 0; 0.05210447311401367; None; 1768443213.1851676; None
[-0.5818494, 0.       ]; False; -110.0; 110; 2366.988713318284; None; 0; 0.04045271873474121; None; 1768443213.186001; None
[-0.52092785, 0.        ]; True; -200.0; 200; None; None; 0; 0.06052279472351074; None; 1768443213.2905467; None
[-0.4839335, 0.       ]; False; -123.0; 123; 2081.3995894705977; None; 0; 0.04201936721801758; None; 1768443213.2905467; None
[-0.5060681, 0.       ]; True; -200.0; 200; None; None; 0; 0.07068419456481934; None; 1768443213.4319162; None
[-0.5402608, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06968426704406738; None; 1768443213.4329169; None
[-0.49367893, 0.        ]; False; -158.0; 158; None; None; 0; 0.0563809871673584; None; 1768443213.5248628; None
[-0.46560103, 0.        ]; False; -96.0; 96; 2208.1423146078387; None; 0; 0.03456449508666992; None; 1768443213.525255; None
[-0.505986, 0.      ]; True; -200.0; 200; None; None; 0; 0.07132840156555176; None; 1768443213.670244; None
[-0.5600969, 0.       ]; False; -198.0; 198; 36.961099587918895; None; 0; 0.07200789451599121; None; 1768443213.6743047; None
[-0.4392584, 0.       ]; False; -88.0; 88; None; None; 0; 0.027708053588867188; None; 1768443213.7348332; None
[-0.41157737, 0.        ]; False; -84.0; 84; 144.5033305663847; None; 0; 0.03181958198547363; None; 1768443213.7368364; None
[-0.47933593, 0.        ]; False; -109.0; 109; None; None; 0; 0.0346834659576416; None; 1768443213.8463392; None
[-0.52697796, 0.        ]; True; -200.0; 200; 1910.078444840207; None; 0; 0.07381963729858398; None; 1768443213.8499703; None
[-0.53567463, 0.        ]; True; -200.0; 200; None; None; 0; 0.06470131874084473; None; 1768443213.9600873; None
[-0.57890093, 0.        ]; False; -133.0; 133; 1549.982242556366; None; 0; 0.04441523551940918; None; 1768443213.9600873; None
[-0.4655758, 0.       ]; False; -96.0; 96; None; None; 0; 0.02629995346069336; None; 1768443214.0232465; None
[-0.47417837, 0.        ]; False; -102.0; 102; 697.4668357272028; None; 0; 0.034852027893066406; None; 1768443214.0232465; None
[-0.43833578, 0.        ]; False; -88.0; 88; None; None; 0; 0.024310827255249023; None; 1768443214.0804565; None
[-0.41456908, 0.        ]; False; -84.0; 84; 168.30273437010175; None; 0; 0.03289914131164551; None; 1768443214.0804565; None
[-0.5823972, 0.       ]; False; -110.0; 110; None; None; 0; 0.04063677787780762; None; 1768443214.2004056; None
[-0.51192456, 0.        ]; True; -200.0; 200; 1277.0910444163455; None; 0; 0.07497024536132812; None; 1768443214.201424; None
[-0.48800147, 0.        ]; False; -161.0; 161; None; None; 0; 0.06582903861999512; None; 1768443214.295299; None
[-0.4090819, 0.       ]; False; -84.0; 84; 975.6770092983613; None; 0; 0.028046131134033203; None; 1768443214.29627; None
[-0.47087675, 0.        ]; False; -100.0; 100; None; None; 0; 0.03452897071838379; None; 1768443214.4074228; None
[-0.50002086, 0.        ]; True; -200.0; 200; 3431.2252406653347; None; 0; 0.07562422752380371; None; 1768443214.4084232; None
[-0.4996155, 0.       ]; True; -200.0; 200; None; None; 0; 0.07167220115661621; None; 1768443214.5597427; None
[-0.51495427, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.07762932777404785; None; 1768443214.5607433; None
[-0.5346237, 0.       ]; True; -200.0; 200; None; None; 0; 0.06701040267944336; None; 1768443214.665362; None
[-0.4759573, 0.       ]; False; -104.0; 104; 1636.3716808135262; None; 0; 0.0370173454284668; None; 1768443214.665362; None
[-0.41918746, 0.        ]; False; -85.0; 85; None; None; 0; 0.02539992332458496; None; 1768443214.7295253; None
[-0.4009807, 0.       ]; False; -83.0; 83; 109.8493968902486; None; 0; 0.03575897216796875; None; 1768443214.7295253; None
[-0.4868753, 0.       ]; False; -161.0; 161; None; None; 0; 0.054117441177368164; None; 1768443214.8138835; None
[-0.41021127, 0.        ]; False; -84.0; 84; 1004.3823608760318; None; 0; 0.029239654541015625; None; 1768443214.8153398; None
[-0.42901376, 0.        ]; False; -86.0; 86; None; None; 0; 0.02444601058959961; None; 1768443214.9129314; None
[-0.50799096, 0.        ]; True; -200.0; 200; 1443.4546139956642; None; 0; 0.07208728790283203; None; 1768443214.916975; None
[-0.5003514, 0.       ]; True; -200.0; 200; None; None; 0; 0.06270790100097656; None; 1768443215.012322; None
[-0.44845423, 0.        ]; False; -91.0; 91; 2100.306072019851; None; 0; 0.031638383865356445; None; 1768443215.012322; None
[-0.5246927, 0.       ]; True; -200.0; 200; None; None; 0; 0.06453776359558105; None; 1768443215.1424308; None
[-0.50051546, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06557106971740723; None; 1768443215.1424308; None
[-0.52713835, 0.        ]; True; -200.0; 200; None; None; 0; 0.06566238403320312; None; 1768443215.2631314; None
[-0.49413756, 0.        ]; False; -158.0; 158; 1272.6965338930015; None; 0; 0.0550382137298584; None; 1768443215.264132; None
[-0.45224372, 0.        ]; False; -92.0; 92; None; None; 0; 0.03169655799865723; None; 1768443215.3306196; None
[-0.44284287, 0.        ]; False; -89.0; 89; 319.1202637585595; None; 0; 0.03379106521606445; None; 1768443215.331675; None
[-0.4812166, 0.       ]; False; -110.0; 110; None; None; 0; 0.03682136535644531; None; 1768443215.4342947; None
[-0.5170688, 0.       ]; True; -200.0; 200; 2510.3066334164587; None; 0; 0.06579828262329102; None; 1768443215.4352946; None
[-0.4759781, 0.       ]; False; -104.0; 104; None; None; 0; 0.0343320369720459; None; 1768443215.5059388; None
[-0.45310327, 0.        ]; False; -92.0; 92; 524.5940131743517; None; 0; 0.03531241416931152; None; 1768443215.5059388; None
[-0.49769723, 0.        ]; False; -158.0; 158; None; None; 0; 0.049230337142944336; None; 1768443215.5876684; None
[-0.45777142, 0.        ]; False; -93.0; 93; 1628.019419446916; None; 0; 0.031276702880859375; None; 1768443215.5876684; None
[-0.48026985, 0.        ]; False; -111.0; 111; None; None; 0; 0.047354698181152344; None; 1768443215.6683767; None
[-0.41358808, 0.        ]; False; -84.0; 84; 404.90825303054476; None; 0; 0.03235363960266113; None; 1768443215.6683767; None
[-0.5210381, 0.       ]; True; -200.0; 200; None; None; 0; 0.06377315521240234; None; 1768443215.7828948; None
[-0.5770135, 0.       ]; False; -135.0; 135; 1161.2248605329935; None; 0; 0.04560065269470215; None; 1768443215.7828948; None
[-0.47626305, 0.        ]; False; -105.0; 105; None; None; 0; 0.03473019599914551; None; 1768443215.8576884; None
[-0.454197, 0.      ]; False; -92.0; 92; 589.1401513207476; None; 0; 0.0390467643737793; None; 1768443215.8587613; None
[-0.47966766, 0.        ]; False; -109.0; 109; None; None; 0; 0.034018516540527344; None; 1768443215.9260845; None
[-0.41451523, 0.        ]; False; -84.0; 84; 383.7155039011451; None; 0; 0.03228473663330078; None; 1768443215.9260845; None
[-0.49607337, 0.        ]; False; -158.0; 158; None; None; 0; 0.0528411865234375; None; 1768443216.0184178; None
[-0.40641475, 0.        ]; False; -83.0; 83; 836.5063135627587; None; 0; 0.0374910831451416; None; 1768443216.019418; None
[-0.5411005, 0.       ]; True; -200.0; 200; None; None; 0; 0.06301736831665039; None; 1768443216.119263; None
[-0.5970587, 0.       ]; False; -107.0; 107; 1661.9544770419984; None; 0; 0.03479576110839844; None; 1768443216.1202624; None
[-0.4454433, 0.       ]; False; -90.0; 90; None; None; 0; 0.029356718063354492; None; 1768443216.1846194; None
[-0.427272, 0.      ]; False; -86.0; 86; 220.12721738217698; None; 0; 0.034000396728515625; None; 1768443216.1856644; None
[-0.44254306, 0.        ]; False; -89.0; 89; None; None; 0; 0.028994083404541016; None; 1768443216.243777; None
[-0.403761, 0.      ]; False; -83.0; 83; 154.71070843995665; None; 0; 0.027109146118164062; None; 1768443216.244305; None
[-0.4129977, 0.       ]; False; -84.0; 84; None; None; 0; 0.028934478759765625; None; 1768443216.3238378; None
[-0.40855795, 0.        ]; False; -84.0; 84; 0.0; None; 0; 0.0489349365234375; None; 1768443216.3238378; None
[-0.5995787, 0.       ]; False; -107.0; 107; None; None; 0; 0.03618478775024414; None; 1768443216.407299; None
[-0.5702472, 0.       ]; False; -142.0; 142; 1193.2561811498047; None; 0; 0.04413199424743652; None; 1768443216.407299; None
[-0.44454014, 0.        ]; False; -90.0; 90; None; None; 0; 0.029601335525512695; None; 1768443216.4731073; None
[-0.40547425, 0.        ]; False; -83.0; 83; 179.18441541797054; None; 0; 0.033824920654296875; None; 1768443216.4731073; None
[-0.48011634, 0.        ]; False; -110.0; 110; None; None; 0; 0.03290224075317383; None; 1768443216.5356758; None
[-0.4220129, 0.       ]; False; -85.0; 85; 430.2671073661232; None; 0; 0.02764105796813965; None; 1768443216.5369477; None
[-0.4082725, 0.       ]; False; -84.0; 84; None; None; 0; 0.029593944549560547; None; 1768443216.6029236; None
[-0.43552524, 0.        ]; False; -88.0; 88; 146.77426649898845; None; 0; 0.03538250923156738; None; 1768443216.6039236; None
[-0.54158866, 0.        ]; True; -200.0; 200; None; None; 0; 0.07063174247741699; None; 1768443216.7418308; None
[-0.5040024, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06627511978149414; None; 1768443216.7418308; None
[-0.5202317, 0.       ]; True; -200.0; 200; None; None; 0; 0.09807872772216797; None; 1768443216.9326751; None
[-0.5535254, 0.       ]; False; -194.0; 194; 180.214467170926; None; 0; 0.09070134162902832; None; 1768443216.933675; None
[-0.48690948, 0.        ]; False; -161.0; 161; None; None; 0; 0.05485939979553223; None; 1768443217.0257013; None
[-0.4396239, 0.       ]; False; -88.0; 88; 1543.8108154270562; None; 0; 0.03616619110107422; None; 1768443217.0257013; None
[-0.41223118, 0.        ]; False; -84.0; 84; None; None; 0; 0.024080514907836914; None; 1768443217.0789428; None
[-0.41529396, 0.        ]; False; -85.0; 85; 326.5002627225844; None; 0; 0.027713537216186523; None; 1768443217.0830388; None
[-0.516216, 0.      ]; True; -200.0; 200; None; None; 0; 0.0776214599609375; None; 1768443217.2196195; None
[-0.54677397, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.058959245681762695; None; 1768443217.2252197; None
[-0.50222075, 0.        ]; True; -200.0; 200; None; None; 0; 0.06954503059387207; None; 1768443217.3537104; None
[-0.49221313, 0.        ]; False; -158.0; 158; 4196.802096486003; None; 0; 0.0569453239440918; None; 1768443217.35487; None
[-0.45428088, 0.        ]; False; -92.0; 92; None; None; 0; 0.03019404411315918; None; 1768443217.4570646; None
[-0.51144946, 0.        ]; True; -200.0; 200; 1889.149825961979; None; 0; 0.07200050354003906; None; 1768443217.4577377; None
[-0.41637272, 0.        ]; False; -85.0; 85; None; None; 0; 0.0277249813079834; None; 1768443217.5167737; None
[-0.41379654, 0.        ]; False; -84.0; 84; 388.1727863769927; None; 0; 0.02928018569946289; None; 1768443217.517732; None
[-0.5583491, 0.       ]; False; -196.0; 196; None; None; 0; 0.06647372245788574; None; 1768443217.6223338; None
[-0.59189785, 0.        ]; False; -107.0; 107; 2652.854152490428; None; 0; 0.037072181701660156; None; 1768443217.623104; None
[-0.41764873, 0.        ]; False; -85.0; 85; None; None; 0; 0.034395456314086914; None; 1768443217.6920025; None
[-0.45359877, 0.        ]; False; -92.0; 92; 194.71469298663746; None; 0; 0.0334622859954834; None; 1768443217.6920025; None
[-0.4188694, 0.       ]; False; -85.0; 85; None; None; 0; 0.026740550994873047; None; 1768443217.7559922; None
[-0.47712535, 0.        ]; False; -106.0; 106; 360.47825777786875; None; 0; 0.035248756408691406; None; 1768443217.7570462; None
[-0.50708395, 0.        ]; True; -200.0; 200; None; None; 0; 0.06789326667785645; None; 1768443217.8638031; None
[-0.5943269, 0.       ]; False; -107.0; 107; 1065.988579580158; None; 0; 0.0371551513671875; None; 1768443217.8647947; None
[-0.45888764, 0.        ]; False; -94.0; 94; None; None; 0; 0.03392481803894043; None; 1768443217.9347603; None
[-0.45615605, 0.        ]; False; -93.0; 93; 366.08695462430586; None; 0; 0.03406691551208496; None; 1768443217.9357197; None
[-0.48716655, 0.        ]; False; -163.0; 163; None; None; 0; 0.05617856979370117; None; 1768443218.0299447; None
[-0.59680164, 0.        ]; False; -107.0; 107; 510.7853938152244; None; 0; 0.03598952293395996; None; 1768443218.0308113; None
[-0.43297443, 0.        ]; False; -87.0; 87; None; None; 0; 0.02797102928161621; None; 1768443218.0878663; None
[-0.4484098, 0.       ]; False; -91.0; 91; 259.14510402085244; None; 0; 0.029083967208862305; None; 1768443218.0889127; None
[-0.5060437, 0.       ]; True; -200.0; 200; None; None; 0; 0.06931447982788086; None; 1768443218.218107; None
[-0.49744827, 0.        ]; False; -158.0; 158; 4886.330566477355; None; 0; 0.058879852294921875; None; 1768443218.2191095; None
[-0.46374223, 0.        ]; False; -96.0; 96; None; None; 0; 0.03195667266845703; None; 1768443218.2761102; None
[-0.41417915, 0.        ]; False; -84.0; 84; 242.11570351298; None; 0; 0.02407693862915039; None; 1768443218.2797701; None
[-0.580831, 0.      ]; False; -132.0; 132; None; None; 0; 0.04148364067077637; None; 1768443218.3574154; None
[-0.5867835, 0.       ]; False; -108.0; 108; 4031.8942593649554; None; 0; 0.03529238700866699; None; 1768443218.3574154; None
