-0.5119894, 0.005962422, 
-0.5051141, 0.0068753697, 
-0.49737728, 0.007736806, 
-0.4888369, 0.008540347, 
-0.4795568, 0.009280105, 
-0.46960607, 0.0099507505, 
-0.4590585, 0.010547574, 
-0.44899195, 0.010066541, 
-0.4394803, 0.00951165, 
-0.43159285, 0.007887436, 
-0.42538673, 0.00620612, 
-0.4209066, 0.0044801407, 
-0.41818452, 0.0027220752, 
-0.41723993, 0.0009445805, 
-0.41807958, -0.000839644, 
-0.42069748, -0.0026178865, 
-0.42507493, -0.0043774466, 
-0.4311806, -0.0061056633, 
-0.43897054, -0.0077899536, 
-0.4483884, -0.009417869, 
-0.45936558, -0.010977172, 
-0.47182152, -0.012455946, 
-0.48566425, -0.013842715, 
-0.50079083, -0.01512661, 
-0.5170884, -0.016297536, 
-0.53443474, -0.017346362, 
-0.55269986, -0.018265106, 
-0.571747, -0.019047124, 
-0.59143424, -0.019687267, 
-0.61161625, -0.020182006, 
-0.63214576, -0.02052952, 
-0.6528755, -0.02072973, 
-0.6736598, -0.020784277, 
-0.6943562, -0.020696452, 
-0.7148273, -0.020471053, 
-0.7349415, -0.020114226, 
-0.7545748, -0.01963324, 
-0.773611, -0.019036258, 
-0.7919431, -0.018332094, 
-0.80947304, -0.017529959, 
-0.8261123, -0.016639236, 
-0.84178156, -0.015669256, 
-0.8564107, -0.014629124, 
-0.86993825, -0.013527562, 
-0.88231105, -0.012372795, 
-0.8934835, -0.011172469, 
-0.9034171, -0.009933607, 
-0.9120797, -0.008662593, 
-0.91944486, -0.007365185, 
-0.9234914, -0.0040465565, 
-0.92420816, -0.0007167508, 
-0.9215932, 0.0026149992, 
-0.9156536, 0.0059396042, 
-0.90640616, 0.009247449, 
-0.8938784, 0.012527745, 
-0.87811047, 0.015767924, 
-0.8591573, 0.018953118, 
-0.83709157, 0.022065768, 
-0.81200624, 0.025085367, 
-0.78401774, 0.027988466, 
-0.75326884, 0.030748898, 
-0.7199305, 0.03333833, 
-0.6842034, 0.035727147, 
-0.6463178, 0.037885614, 
-0.6065324, 0.039785355, 
-0.5651314, 0.04140096, 
-0.5224198, 0.04271165, 
-0.478717, 0.043702807, 
-0.43434978, 0.04436721, 
-0.38964397, 0.044705812, 
-0.344916, 0.044727974, 
-0.30046487, 0.044451118, 
-0.25656506, 0.043899827, 
-0.21346053, 0.04310452, 
-0.17136069, 0.04209985, 
-0.1304377, 0.04092299, 
-0.09082573, 0.039611965, 
-0.052621532, 0.038204197, 
-0.015886249, 0.036735285, 
0.019351874, 0.035238124, 
0.05309421, 0.033742335, 
0.085368186, 0.03227398, 
0.11622371, 0.030855522, 
0.14572966, 0.029505951, 
0.17397074, 0.028241089, 
0.20104466, 0.02707392, 
0.22705969, 0.026015015, 
0.25213262, 0.025072938, 
0.27638727, 0.024254655, 
0.2999532, 0.02356592, 
0.32296482, 0.023011621, 
0.3455609, 0.022596093, 
0.3678843, 0.022323398, 
0.39008185, 0.022197554, 
0.4123046, 0.02222274, 
0.43470806, 0.022403456, 
0.4574527, 0.022744648, 
0.48070452, 0.023251804, 
-0.5810447, 0.0, 
-0.57961595, 0.0014287146, 
-0.57676905, 0.0028468687, 
-0.57252514, 0.004243957, 
-0.5669155, 0.0056095887, 
-0.559982, 0.006933551, 
-0.5517761, 0.008205883, 
-0.5423591, 0.009416961, 
-0.5318015, 0.01055759, 
-0.52018243, 0.011619105, 
-0.507589, 0.012593483, 
-0.4941155, 0.013473455, 
-0.4798629, 0.014252619, 
-0.46493736, 0.01492554, 
-0.4494495, 0.015487847, 
-0.4335132, 0.015936302, 
-0.41824433, 0.015268855, 
-0.40375257, 0.014491787, 
-0.39014038, 0.013612181, 
-0.3785026, 0.0116377715, 
-0.36891901, 0.0095835915, 
-0.36145434, 0.0074646813, 
-0.35615835, 0.0052959914, 
-0.353066, 0.003092338, 
-0.3521976, 0.00086840935, 
-0.35355878, -0.0013611945, 
-0.3571407, -0.0035818995, 
-0.36291978, -0.0057790903, 
-0.37085783, -0.0079380525, 
-0.38090178, -0.0100439405, 
-0.39298356, -0.012081778, 
-0.40702006, -0.014036515, 
-0.4229132, -0.015893139, 
-0.44055006, -0.01763685, 
-0.45980334, -0.019253291, 
-0.4805322, -0.020728841, 
-0.50258315, -0.022050943, 
-0.5257916, -0.023208456, 
-0.5499836, -0.024192011, 
-0.57497793, -0.02499433, 
-0.60058844, -0.025610512, 
-0.6266267, -0.026038209, 
-0.6529044, -0.026277745, 
-0.6792365, -0.026332093, 
-0.70544326, -0.026206763, 
-0.7313528, -0.025909577, 
-0.75680315, -0.02545036, 
-0.78164375, -0.024840554, 
-0.80573654, -0.02409281, 
-0.8289571, -0.02322054, 
-0.85119456, -0.022237495, 
-0.87235194, -0.021157378, 
-0.8923454, -0.019993488, 
-0.9111039, -0.018758437, 
-0.9285678, -0.017463926, 
-0.9446884, -0.016120583, 
